Voter,Question,Hebrew,Russian,Japanese,Thai,Chinese,Tamil,Latin,Hindi
79,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
80,9omx3hyvbsi6s4z/14,0,0,0,0,0,1,1,0
81,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,0,0
82,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,0,0
83,9omx3hyvbsi6s4z/14,0,0,0,0,0,1,1,0
84,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
85,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
86,9omx3hyvbsi6s4z/14,1,1,0,0,0,0,0,0
87,9omx3hyvbsi6s4z/14,1,0,0,0,0,0,1,1
88,9omx3hyvbsi6s4z/14,1,1,0,0,0,0,1,0
89,9omx3hyvbsi6s4z/14,1,1,1,1,0,0,1,0
90,9omx3hyvbsi6s4z/14,0,1,1,0,0,0,1,0
91,9omx3hyvbsi6s4z/14,0,1,0,0,0,1,1,0
92,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,0
93,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,0
94,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
95,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,0
96,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
97,9omx3hyvbsi6s4z/14,0,1,0,0,0,1,1,0
98,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,0
99,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
100,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,0,0
101,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
102,9omx3hyvbsi6s4z/14,0,0,0,1,0,0,0,1
103,9omx3hyvbsi6s4z/14,0,1,0,0,0,0,1,0
104,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
105,9omx3hyvbsi6s4z/14,1,1,1,1,0,0,1,0
106,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
107,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
108,9omx3hyvbsi6s4z/14,0,0,0,0,0,0,1,0
0,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
1,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
2,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
3,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
4,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
5,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
6,wc3yesvzcawev2b/18,0,0,0,0,1,0,0,0
7,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
8,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
9,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
10,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
11,wc3yesvzcawev2b/18,0,0,0,0,1,0,0,0
12,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
13,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
14,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
15,wc3yesvzcawev2b/18,0,0,1,0,1,1,0,1
16,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
17,wc3yesvzcawev2b/18,0,0,1,1,1,1,0,1
18,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
19,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
20,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
21,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
22,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
23,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
24,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
25,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
26,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
27,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
28,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
29,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
30,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
31,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
32,wc3yesvzcawev2b/18,1,1,1,1,0,0,0,0
33,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
34,wc3yesvzcawev2b/18,0,1,1,1,1,0,0,0
35,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
36,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
37,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
38,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
39,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
40,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
41,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
42,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
43,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
44,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
45,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
46,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
47,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
48,wc3yesvzcawev2b/18,0,0,0,0,1,0,0,0
49,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
50,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
51,wc3yesvzcawev2b/18,0,0,1,0,0,0,0,0
52,wc3yesvzcawev2b/18,0,1,0,0,1,0,1,0
53,wc3yesvzcawev2b/18,0,0,1,0,0,0,0,0
54,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
55,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
56,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
57,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
58,wc3yesvzcawev2b/18,0,0,0,0,1,0,0,0
59,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
60,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
61,wc3yesvzcawev2b/18,1,1,1,0,1,0,0,0
62,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
63,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
64,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
65,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
66,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
67,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,1
68,wc3yesvzcawev2b/18,1,0,1,0,1,0,1,0
69,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
70,wc3yesvzcawev2b/18,0,0,0,0,1,0,0,0
71,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
72,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
73,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
74,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
75,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
76,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
77,wc3yesvzcawev2b/18,0,0,0,1,1,1,0,0
78,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
79,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
80,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
81,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
82,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
83,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
84,wc3yesvzcawev2b/18,0,0,1,0,0,0,0,0
85,wc3yesvzcawev2b/18,0,0,1,1,1,1,0,0
86,wc3yesvzcawev2b/18,0,0,1,1,1,0,1,0
87,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
88,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
89,wc3yesvzcawev2b/18,0,1,1,1,1,0,1,0
90,wc3yesvzcawev2b/18,0,0,0,1,1,0,0,0
91,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,1
92,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
93,wc3yesvzcawev2b/18,0,0,0,1,1,0,0,0
94,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
95,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
96,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
97,wc3yesvzcawev2b/18,1,0,1,0,1,0,0,0
98,wc3yesvzcawev2b/18,0,0,0,0,1,0,0,0
99,wc3yesvzcawev2b/18,0,0,0,0,1,0,0,0
100,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
101,wc3yesvzcawev2b/18,0,0,0,1,1,0,0,0
102,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
103,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
104,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
105,wc3yesvzcawev2b/18,0,0,1,1,1,0,0,0
106,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
107,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
108,wc3yesvzcawev2b/18,0,0,1,0,1,0,0,0
0,zxvn4kcvil8onmd/6,1,1,0,0,0,1,1,1
1,zxvn4kcvil8onmd/6,1,0,0,1,0,1,0,1
2,zxvn4kcvil8onmd/6,0,0,0,1,1,1,0,0
3,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,1
4,zxvn4kcvil8onmd/6,1,0,0,0,0,0,0,1
5,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
6,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
7,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,1
8,zxvn4kcvil8onmd/6,1,0,0,0,0,1,1,1
9,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
10,zxvn4kcvil8onmd/6,0,0,0,1,0,1,0,1
11,zxvn4kcvil8onmd/6,0,0,0,1,0,1,0,1
12,zxvn4kcvil8onmd/6,1,1,0,0,0,1,1,1
13,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
14,zxvn4kcvil8onmd/6,0,0,0,1,0,1,0,1
15,zxvn4kcvil8onmd/6,0,0,0,1,0,1,0,1
16,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
17,zxvn4kcvil8onmd/6,1,1,0,0,0,1,1,0
18,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
19,zxvn4kcvil8onmd/6,0,0,0,1,0,1,0,1
20,zxvn4kcvil8onmd/6,0,0,1,0,0,1,0,1
21,zxvn4kcvil8onmd/6,1,0,0,0,0,1,1,1
22,zxvn4kcvil8onmd/6,1,1,0,0,0,0,0,1
23,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
24,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
25,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
26,zxvn4kcvil8onmd/6,0,1,0,0,0,0,0,0
27,zxvn4kcvil8onmd/6,0,0,1,1,1,0,0,0
28,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
29,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
30,zxvn4kcvil8onmd/6,1,1,0,0,0,1,1,1
31,zxvn4kcvil8onmd/6,0,1,0,0,0,0,1,1
32,zxvn4kcvil8onmd/6,0,0,0,0,0,0,0,1
33,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
34,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
35,zxvn4kcvil8onmd/6,0,0,0,1,0,1,0,1
36,zxvn4kcvil8onmd/6,0,0,0,1,0,1,0,1
37,zxvn4kcvil8onmd/6,1,1,0,0,0,1,1,1
38,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,1
39,zxvn4kcvil8onmd/6,0,1,0,0,0,1,1,0
40,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,1
41,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
42,zxvn4kcvil8onmd/6,1,0,0,0,0,1,1,0
43,zxvn4kcvil8onmd/6,0,1,0,0,0,0,1,1
44,zxvn4kcvil8onmd/6,1,1,0,0,0,1,0,1
45,zxvn4kcvil8onmd/6,1,1,0,0,0,1,1,1
46,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
47,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
48,zxvn4kcvil8onmd/6,1,0,0,0,0,0,0,0
49,zxvn4kcvil8onmd/6,0,0,0,1,0,1,0,1
50,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
51,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,1
52,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
53,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
54,zxvn4kcvil8onmd/6,0,1,0,0,0,1,0,0
55,zxvn4kcvil8onmd/6,1,1,0,0,0,1,1,1
56,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
57,zxvn4kcvil8onmd/6,0,0,0,0,0,0,0,1
58,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
59,zxvn4kcvil8onmd/6,0,0,0,1,0,0,0,0
60,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,1
61,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
62,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
63,zxvn4kcvil8onmd/6,0,1,0,0,0,1,0,1
64,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
65,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
66,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,1
67,zxvn4kcvil8onmd/6,0,1,0,1,1,0,0,1
68,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
69,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
70,zxvn4kcvil8onmd/6,1,0,0,1,0,1,0,0
71,zxvn4kcvil8onmd/6,1,0,0,0,0,0,0,1
72,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
73,zxvn4kcvil8onmd/6,1,1,0,0,0,1,0,0
74,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
75,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,1
76,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
77,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
78,zxvn4kcvil8onmd/6,0,0,0,1,0,1,0,1
79,zxvn4kcvil8onmd/6,0,0,1,1,1,0,0,0
80,zxvn4kcvil8onmd/6,0,0,0,1,0,1,0,1
81,zxvn4kcvil8onmd/6,0,0,0,1,0,0,0,0
82,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
83,zxvn4kcvil8onmd/6,1,0,0,0,0,1,0,1
84,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
85,zxvn4kcvil8onmd/6,1,0,0,0,0,1,1,1
86,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
87,zxvn4kcvil8onmd/6,1,0,0,0,0,1,0,1
88,zxvn4kcvil8onmd/6,0,0,0,1,0,1,0,1
89,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
90,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
91,zxvn4kcvil8onmd/6,1,0,1,1,0,1,0,1
92,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
93,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
94,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
95,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
96,zxvn4kcvil8onmd/6,0,0,0,1,0,0,0,1
97,zxvn4kcvil8onmd/6,0,1,0,0,0,1,1,1
98,zxvn4kcvil8onmd/6,0,0,0,0,0,1,1,0
99,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
100,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
101,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
102,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
103,zxvn4kcvil8onmd/6,1,0,0,0,0,1,0,1
104,zxvn4kcvil8onmd/6,0,0,0,1,0,1,0,1
105,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
106,zxvn4kcvil8onmd/6,0,0,0,1,0,1,0,1
107,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
108,zxvn4kcvil8onmd/6,0,0,0,0,0,1,0,0
0,9v2qvj0b6ny4lrp/5,1,1,0,0,0,1,1,1
1,9v2qvj0b6ny4lrp/5,1,0,0,1,1,1,0,1
2,9v2qvj0b6ny4lrp/5,0,0,1,1,1,0,0,0
3,9v2qvj0b6ny4lrp/5,0,0,0,1,0,0,0,0
4,9v2qvj0b6ny4lrp/5,1,0,0,0,0,0,0,1
5,9v2qvj0b6ny4lrp/5,0,0,0,1,0,1,0,0
6,9v2qvj0b6ny4lrp/5,0,0,1,1,0,0,0,0
7,9v2qvj0b6ny4lrp/5,0,0,0,0,0,1,0,1
8,9v2qvj0b6ny4lrp/5,1,0,0,0,0,1,1,1
9,9v2qvj0b6ny4lrp/5,1,0,0,0,0,0,1,0
10,9v2qvj0b6ny4lrp/5,1,0,0,1,0,1,1,1
11,9v2qvj0b6ny4lrp/5,0,0,0,1,0,1,0,1
12,9v2qvj0b6ny4lrp/5,1,1,0,0,0,1,1,0
13,9v2qvj0b6ny4lrp/5,0,0,0,1,0,0,0,0
14,9v2qvj0b6ny4lrp/5,1,1,0,1,0,0,0,0
15,9v2qvj0b6ny4lrp/5,1,1,0,0,0,1,0,1
16,9v2qvj0b6ny4lrp/5,0,0,0,1,0,1,0,0
17,9v2qvj0b6ny4lrp/5,1,1,0,0,0,1,1,0
18,9v2qvj0b6ny4lrp/5,1,0,0,1,0,0,0,0
19,9v2qvj0b6ny4lrp/5,1,0,0,1,0,0,0,1
20,9v2qvj0b6ny4lrp/5,0,1,0,1,1,0,0,0
21,9v2qvj0b6ny4lrp/5,1,0,0,0,0,1,1,1
22,9v2qvj0b6ny4lrp/5,0,1,0,0,1,0,1,0
23,9v2qvj0b6ny4lrp/5,1,0,0,1,0,0,1,0
24,9v2qvj0b6ny4lrp/5,1,0,0,0,0,1,1,0
25,9v2qvj0b6ny4lrp/5,1,0,0,0,0,0,1,0
26,9v2qvj0b6ny4lrp/5,1,0,0,0,0,0,0,0
27,9v2qvj0b6ny4lrp/5,0,0,1,1,1,0,0,0
28,9v2qvj0b6ny4lrp/5,1,1,0,0,0,0,1,0
29,9v2qvj0b6ny4lrp/5,0,0,0,1,0,0,0,0
30,9v2qvj0b6ny4lrp/5,1,1,0,0,0,1,1,1
31,9v2qvj0b6ny4lrp/5,1,1,0,0,0,0,1,1
32,9v2qvj0b6ny4lrp/5,1,0,0,1,0,0,1,0
33,9v2qvj0b6ny4lrp/5,1,1,0,0,0,0,1,0
34,9v2qvj0b6ny4lrp/5,1,0,0,1,0,0,1,0
35,9v2qvj0b6ny4lrp/5,0,0,0,1,0,1,0,1
36,9v2qvj0b6ny4lrp/5,0,1,0,1,0,1,0,0
37,9v2qvj0b6ny4lrp/5,1,1,0,0,0,1,1,1
38,9v2qvj0b6ny4lrp/5,0,0,0,1,0,1,0,0
39,9v2qvj0b6ny4lrp/5,0,1,0,0,0,0,0,0
40,9v2qvj0b6ny4lrp/5,0,0,0,0,0,1,0,1
41,9v2qvj0b6ny4lrp/5,0,0,0,1,0,1,0,0
42,9v2qvj0b6ny4lrp/5,1,0,0,1,0,0,1,0
43,9v2qvj0b6ny4lrp/5,1,0,0,0,0,1,0,1
44,9v2qvj0b6ny4lrp/5,0,1,0,0,0,1,0,1
45,9v2qvj0b6ny4lrp/5,1,1,0,1,0,1,1,1
46,9v2qvj0b6ny4lrp/5,1,0,0,0,0,0,0,0
47,9v2qvj0b6ny4lrp/5,0,0,0,1,0,0,0,0
48,9v2qvj0b6ny4lrp/5,0,0,0,0,0,1,0,1
49,9v2qvj0b6ny4lrp/5,0,0,0,1,0,1,0,0
50,9v2qvj0b6ny4lrp/5,1,1,0,0,0,0,1,0
51,9v2qvj0b6ny4lrp/5,0,0,0,1,0,1,0,0
52,9v2qvj0b6ny4lrp/5,1,0,0,0,0,0,0,0
53,9v2qvj0b6ny4lrp/5,1,0,0,0,0,0,0,0
54,9v2qvj0b6ny4lrp/5,1,1,0,0,0,1,0,0
55,9v2qvj0b6ny4lrp/5,1,1,0,0,0,1,1,1
56,9v2qvj0b6ny4lrp/5,1,0,0,1,0,0,1,0
57,9v2qvj0b6ny4lrp/5,0,1,0,0,0,1,0,1
58,9v2qvj0b6ny4lrp/5,1,0,0,0,0,0,0,0
59,9v2qvj0b6ny4lrp/5,0,0,0,1,0,0,0,0
60,9v2qvj0b6ny4lrp/5,0,0,0,0,0,1,0,1
61,9v2qvj0b6ny4lrp/5,1,0,1,1,1,1,0,0
62,9v2qvj0b6ny4lrp/5,1,1,0,0,0,0,1,0
63,9v2qvj0b6ny4lrp/5,1,0,0,1,0,1,0,1
64,9v2qvj0b6ny4lrp/5,1,0,0,0,0,1,0,0
65,9v2qvj0b6ny4lrp/5,0,0,0,1,0,0,0,0
66,9v2qvj0b6ny4lrp/5,1,0,0,0,0,0,0,1
67,9v2qvj0b6ny4lrp/5,0,0,0,1,1,0,0,0
68,9v2qvj0b6ny4lrp/5,1,0,0,1,0,0,1,0
69,9v2qvj0b6ny4lrp/5,1,0,0,1,0,0,1,0
70,9v2qvj0b6ny4lrp/5,1,0,0,0,0,1,0,0
71,9v2qvj0b6ny4lrp/5,0,1,0,0,0,1,0,0
72,9v2qvj0b6ny4lrp/5,0,0,0,0,0,1,0,0
73,9v2qvj0b6ny4lrp/5,1,1,0,0,0,0,0,0
74,9v2qvj0b6ny4lrp/5,1,0,0,1,0,0,1,0
75,9v2qvj0b6ny4lrp/5,1,0,0,1,0,1,0,1
76,9v2qvj0b6ny4lrp/5,0,0,0,0,0,1,0,0
77,9v2qvj0b6ny4lrp/5,1,1,0,1,0,0,1,0
78,9v2qvj0b6ny4lrp/5,1,0,0,0,0,1,0,1
79,9v2qvj0b6ny4lrp/5,1,0,0,1,0,1,0,1
80,9v2qvj0b6ny4lrp/5,0,0,0,1,0,1,0,1
81,9v2qvj0b6ny4lrp/5,0,0,0,1,0,0,0,0
82,9v2qvj0b6ny4lrp/5,1,0,0,0,0,0,1,0
83,9v2qvj0b6ny4lrp/5,1,0,0,0,0,1,0,1
84,9v2qvj0b6ny4lrp/5,1,0,0,0,0,0,0,0
85,9v2qvj0b6ny4lrp/5,1,0,0,0,0,1,1,1
86,9v2qvj0b6ny4lrp/5,0,1,1,1,1,0,0,0
87,9v2qvj0b6ny4lrp/5,1,0,0,0,0,1,0,1
88,9v2qvj0b6ny4lrp/5,1,0,0,1,0,1,0,1
89,9v2qvj0b6ny4lrp/5,1,1,1,1,1,0,1,0
90,9v2qvj0b6ny4lrp/5,1,1,1,1,1,1,1,0
91,9v2qvj0b6ny4lrp/5,1,0,0,1,0,1,1,1
92,9v2qvj0b6ny4lrp/5,0,0,0,1,0,1,0,0
93,9v2qvj0b6ny4lrp/5,1,0,0,1,1,0,1,0
94,9v2qvj0b6ny4lrp/5,1,0,0,1,0,0,0,0
95,9v2qvj0b6ny4lrp/5,0,0,0,1,1,0,1,0
96,9v2qvj0b6ny4lrp/5,0,0,0,1,0,0,0,0
97,9v2qvj0b6ny4lrp/5,1,0,0,0,0,1,1,0
98,9v2qvj0b6ny4lrp/5,1,0,0,0,0,0,1,0
99,9v2qvj0b6ny4lrp/5,0,1,0,0,0,0,0,0
100,9v2qvj0b6ny4lrp/5,0,1,0,1,0,0,0,0
101,9v2qvj0b6ny4lrp/5,1,0,0,0,0,0,0,0
102,9v2qvj0b6ny4lrp/5,0,0,0,0,0,1,0,0
103,9v2qvj0b6ny4lrp/5,1,1,0,0,0,1,0,0
104,9v2qvj0b6ny4lrp/5,0,0,0,1,0,1,0,0
105,9v2qvj0b6ny4lrp/5,1,1,1,1,0,0,1,0
106,9v2qvj0b6ny4lrp/5,0,0,0,1,0,0,0,0
107,9v2qvj0b6ny4lrp/5,1,0,0,0,0,0,0,1
108,9v2qvj0b6ny4lrp/5,0,0,0,0,0,0,1,0
0,867rdbxwrn1tlom/13,1,1,0,0,0,1,1,1
1,867rdbxwrn1tlom/13,1,1,0,0,0,0,1,0
2,867rdbxwrn1tlom/13,0,0,0,1,1,0,1,0
3,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
4,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
5,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
6,867rdbxwrn1tlom/13,0,1,0,0,0,0,0,0
7,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
8,867rdbxwrn1tlom/13,1,1,0,0,0,1,1,1
9,867rdbxwrn1tlom/13,1,0,1,1,0,0,0,0
10,867rdbxwrn1tlom/13,1,1,0,0,0,0,1,0
11,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
12,867rdbxwrn1tlom/13,1,1,0,0,0,0,1,0
13,867rdbxwrn1tlom/13,0,1,0,0,0,0,1,0
14,867rdbxwrn1tlom/13,1,1,0,0,0,0,1,0
15,867rdbxwrn1tlom/13,1,1,0,0,0,1,1,0
16,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
17,867rdbxwrn1tlom/13,1,0,0,0,0,1,1,0
18,867rdbxwrn1tlom/13,0,1,0,0,0,0,1,0
19,867rdbxwrn1tlom/13,1,0,0,0,0,1,0,1
20,867rdbxwrn1tlom/13,0,1,0,1,0,0,1,0
21,867rdbxwrn1tlom/13,1,0,0,0,0,1,1,1
22,867rdbxwrn1tlom/13,0,1,0,0,0,0,0,0
23,867rdbxwrn1tlom/13,1,0,1,1,0,0,1,0
24,867rdbxwrn1tlom/13,1,1,0,0,0,0,1,0
25,867rdbxwrn1tlom/13,1,1,0,0,0,0,1,0
26,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
27,867rdbxwrn1tlom/13,1,1,0,0,0,0,1,0
28,867rdbxwrn1tlom/13,1,1,0,0,0,0,1,0
29,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
30,867rdbxwrn1tlom/13,1,1,0,0,0,1,1,1
31,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,1
32,867rdbxwrn1tlom/13,0,1,1,1,0,0,0,0
33,867rdbxwrn1tlom/13,1,1,0,1,0,0,1,0
34,867rdbxwrn1tlom/13,1,0,0,1,0,0,1,0
35,867rdbxwrn1tlom/13,1,1,0,0,0,0,1,0
36,867rdbxwrn1tlom/13,0,0,0,1,0,1,1,1
37,867rdbxwrn1tlom/13,1,1,0,0,0,0,1,0
38,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
39,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
40,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
41,867rdbxwrn1tlom/13,1,0,0,0,0,1,0,1
42,867rdbxwrn1tlom/13,0,1,0,1,0,0,1,0
43,867rdbxwrn1tlom/13,1,1,0,0,0,0,1,0
44,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
45,867rdbxwrn1tlom/13,1,1,0,1,0,1,1,1
46,867rdbxwrn1tlom/13,0,1,0,0,0,0,0,0
47,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
48,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
49,867rdbxwrn1tlom/13,0,0,0,0,0,0,1,0
