Answer.INTERFACE,Answer.MECHANISM,Answer.question0,Answer.question1,Answer.question2,Answer.question3,Answer.question4,Answer.question5,Answer.question6,Answer.question7,Answer.question8,Answer.question9,Answer.question10,Answer.question11,Answer.question12,Answer.question13,Answer.question14,Answer.question15,Answer.trueAnswer0,Answer.trueAnswer1,Answer.trueAnswer2,Answer.trueAnswer3,Answer.trueAnswer4,Answer.trueAnswer5,Answer.trueAnswer6,Answer.trueAnswer7,Answer.trueAnswer8,Answer.trueAnswer9,Answer.trueAnswer10,Answer.trueAnswer11,Answer.trueAnswer12,Answer.trueAnswer13,Answer.trueAnswer14,Answer.trueAnswer15,Answer.answer0,Answer.answer1,Answer.answer2,Answer.answer3,Answer.answer4,Answer.answer5,Answer.answer6,Answer.answer7,Answer.answer8,Answer.answer9,Answer.answer10,Answer.answer11,Answer.answer12,Answer.answer13,Answer.answer14,Answer.answer15,Answer.comments
subset,multiplicative,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/UFLgizH.jpg,Jaguar,Jaguar,Leopard,Lion(ess),Jaguar,Puma,Tiger,Lion(ess),Tiger,Cheetah,Cheetah,Leopard,Puma,Cheetah,Tiger,Puma,Jaguar|Cheetah|Leopard,Jaguar|Cheetah|Leopard,Jaguar|Tiger|Cheetah,Lion(ess),Jaguar|Cheetah|Leopard,Puma|Lion(ess),Tiger,Puma|Lion(ess),Tiger,Jaguar|Cheetah|Leopard,Jaguar|Cheetah|Leopard,Jaguar|Cheetah|Leopard,Puma|Lion(ess),Jaguar|Cheetah|Leopard,Tiger,Puma|Lion(ess),
subset,none,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/20ac1mX.jpg,Leopard,Jaguar,Puma,Tiger,Puma,Cheetah,Leopard,Tiger,Tiger,Lion(ess),Puma,Jaguar,Jaguar,Cheetah,Lion(ess),Cheetah,Leopard,Leopard,Puma,Tiger,Puma,Cheetah,Leopard,Tiger,Tiger,Lion(ess),Puma,Leopard,Leopard|Jaguar,Cheetah,Puma,Cheetah,Had a good time doing your hit.  Have a great day.
subset,multiplicative,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/O8O3CgP.jpg,Tiger,Lion(ess),Leopard,Jaguar,Tiger,Lion(ess),Jaguar,Tiger,Leopard,Cheetah,Puma,Puma,Cheetah,Jaguar,Cheetah,Puma,Tiger,Puma,Jaguar|Cheetah|Leopard,Jaguar|Cheetah|Leopard,Tiger|Lion(ess),Lion(ess),Cheetah,Lion(ess),Leopard,Cheetah,Puma,Puma,Cheetah,Leopard,Cheetah,Puma,
subset,multiplicative,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,Cheetah,Leopard,Lion(ess),Jaguar,Puma,Puma,Cheetah,Tiger,Tiger,Puma,Lion(ess),Jaguar,Tiger,Cheetah,Jaguar,Leopard,Leopard|Cheetah|Jaguar,Leopard|Cheetah|Jaguar,Lion(ess)|Tiger,Leopard|Cheetah|Jaguar,Lion(ess)|Puma|Cheetah|Jaguar,Leopard|Lion(ess)|Puma|Cheetah|Jaguar,Leopard|Puma|Cheetah|Jaguar,Leopard|Tiger|Cheetah|Jaguar,Leopard|Lion(ess)|Tiger|Cheetah,Lion(ess)|Puma|Cheetah|Jaguar,Lion(ess)|Puma|Cheetah,Leopard|Tiger|Cheetah|Jaguar,Leopard|Tiger|Cheetah|Jaguar,Leopard|Tiger|Cheetah|Jaguar,Leopard|Tiger|Cheetah|Jaguar,Leopard|Cheetah|Jaguar,"Thank you very much, I love cats!"
subset,none,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/2hn2Eu8.jpg,Tiger,Puma,Puma,Lion(ess),Leopard,Cheetah,Cheetah,Jaguar,Leopard,Tiger,Jaguar,Lion(ess),Jaguar,Tiger,Puma,Cheetah,Tiger,Lion(ess),Tiger,Tiger,Jaguar,Leopard,Jaguar,Cheetah,Cheetah|Leopard|Jaguar,Tiger,Cheetah,Lion(ess),Tiger,Tiger,Lion(ess),Cheetah,Its nice to find the animals
single-skip,multiplicative,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/ElAhMn9.jpg,Puma,Puma,Jaguar,Jaguar,Jaguar,Cheetah,Cheetah,Leopard,Cheetah,Lion(ess),Lion(ess),Leopard,Tiger,Tiger,Puma,Tiger,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Lion(ess),Lion(ess),Skip,Tiger,Tiger,Skip,Tiger,
subset,none,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/ElAhMn9.jpg,Jaguar,Cheetah,Leopard,Tiger,Jaguar,Tiger,Puma,Lion(ess),Leopard,Cheetah,Puma,Cheetah,Jaguar,Puma,Lion(ess),Tiger,Leopard|Jaguar|Cheetah,Leopard|Jaguar|Cheetah,Leopard|Jaguar|Cheetah,Tiger,Leopard|Jaguar|Cheetah,Tiger,Leopard|Jaguar|Puma|Cheetah,Lion(ess),Leopard|Jaguar|Cheetah,Leopard|Jaguar|Cheetah,Leopard|Jaguar|Puma|Cheetah,Leopard|Jaguar|Cheetah,Leopard|Jaguar|Cheetah,Leopard|Lion(ess)|Jaguar|Puma|Cheetah,Tiger|Lion(ess),Tiger,it is really interesting
subset,none,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/Euvz93H.jpg,Puma,Puma,Tiger,Cheetah,Puma,Cheetah,Lion(ess),Leopard,Lion(ess),Tiger,Jaguar,Tiger,Cheetah,Leopard,Jaguar,Jaguar,Puma|Lion(ess),Puma|Lion(ess),Tiger,Cheetah,Puma|Lion(ess),Leopard|Cheetah,Puma|Lion(ess),Leopard|Cheetah,Lion(ess),Tiger,Leopard|Cheetah,Tiger,Cheetah,Leopard,Leopard,Leopard,
subset,none,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/vLIzY1T.jpg,Puma,Leopard,Tiger,Puma,Jaguar,Tiger,Tiger,Lion(ess),Cheetah,Cheetah,Cheetah,Lion(ess),Puma,Leopard,Jaguar,Jaguar,Puma,Cheetah|Leopard|Jaguar,Tiger,Puma,Cheetah|Leopard|Jaguar,Tiger,Tiger,Lion(ess),Cheetah,Cheetah,Cheetah,Lion(ess),Puma,Cheetah|Leopard|Jaguar,Cheetah|Leopard|Jaguar,Cheetah|Leopard|Jaguar,nice
single-noskip,additive,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/Euvz93H.jpg,Tiger,Cheetah,Cheetah,Puma,Leopard,Cheetah,Leopard,Puma,Jaguar,Lion(ess),Tiger,Lion(ess),Puma,Jaguar,Tiger,Jaguar,Tiger,Cheetah,Cheetah,Puma,Leopard,Cheetah,Leopard,Puma,Jaguar,Lion(ess),Tiger,Lion(ess),Puma,Jaguar,Tiger,Cheetah,Very interesting
subset,multiplicative,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/4Vs97dZ.jpg,Puma,Lion(ess),Jaguar,Leopard,Jaguar,Puma,Leopard,Cheetah,Jaguar,Tiger,Cheetah,Tiger,Puma,Cheetah,Tiger,Lion(ess),Puma|Jaguar,Lion(ess),Leopard|Jaguar,Leopard|Jaguar,Leopard|Jaguar,Puma,Leopard|Jaguar,Cheetah,Leopard|Jaguar,Tiger,Cheetah,Tiger,Puma|Jaguar,Cheetah,Tiger,Lion(ess),
single-skip,multiplicative,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/2hn2Eu8.jpg,Cheetah,Leopard,Jaguar,Tiger,Puma,Jaguar,Cheetah,Puma,Lion(ess),Lion(ess),Tiger,Puma,Leopard,Tiger,Jaguar,Cheetah,Cheetah,Jaguar,Cheetah,Lion(ess),Puma,Jaguar,Cheetah,Puma,Lion(ess),Lion(ess),Tiger,Puma,Jaguar,Tiger,Jaguar,Cheetah,
single-noskip,additive,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/KE8QemE.jpg,Puma,Leopard,Tiger,Tiger,Jaguar,Cheetah,Cheetah,Cheetah,Puma,Lion(ess),Lion(ess),Jaguar,Leopard,Puma,Jaguar,Tiger,Lion(ess),Leopard,Tiger,Tiger,Cheetah,Cheetah,Cheetah,Cheetah,Lion(ess),Lion(ess),Lion(ess),Leopard,Leopard,Lion(ess),Cheetah,Tiger,It was easy to work with this hit
subset,multiplicative,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/zmJvsAn.jpg,Puma,Cheetah,Lion(ess),Tiger,Tiger,Jaguar,Puma,Jaguar,Jaguar,Cheetah,Tiger,Leopard,Cheetah,Lion(ess),Puma,Leopard,Lion(ess)|Puma,Cheetah|Leopard,Lion(ess),Tiger,Tiger,Jaguar,Puma,Jaguar|Leopard,Jaguar|Leopard,Cheetah,Tiger,Jaguar|Leopard,Cheetah,Lion(ess),Puma,Jaguar|Leopard,"The hit was interesting, trying to identify the animals. Thank you."
single-skip,multiplicative,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/jmWme5a.jpg,Puma,Jaguar,Jaguar,Tiger,Cheetah,Tiger,Puma,Lion(ess),Jaguar,Tiger,Cheetah,Puma,Leopard,Cheetah,Leopard,Lion(ess),Puma,Leopard,Leopard,Tiger,Cheetah,Tiger,Puma,Lion(ess),Leopard,Tiger,Cheetah,Puma,Leopard,Cheetah,Leopard,Lion(ess),all went well... thanks
single-skip,multiplicative,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/pH8OohI.jpg,Tiger,Cheetah,Jaguar,Tiger,Leopard,Cheetah,Lion(ess),Jaguar,Jaguar,Puma,Lion(ess),Puma,Cheetah,Tiger,Leopard,Puma,Tiger,Skip,Jaguar,Tiger,Leopard,Cheetah,Lion(ess),Jaguar,Jaguar,Puma,Lion(ess),Puma,Cheetah,Tiger,Leopard,Puma,
single-noskip,additive,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/2hn2Eu8.jpg,Jaguar,Tiger,Cheetah,Tiger,Lion(ess),Lion(ess),Jaguar,Puma,Leopard,Puma,Leopard,Puma,Cheetah,Jaguar,Tiger,Cheetah,Leopard,Tiger,Cheetah,Tiger,Lion(ess),Puma,Leopard,Puma,Leopard,Puma,Cheetah,Puma,Cheetah,Leopard,Tiger,Cheetah,
single-noskip,additive,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/20ac1mX.jpg,Puma,Lion(ess),Cheetah,Jaguar,Tiger,Lion(ess),Cheetah,Tiger,Jaguar,Leopard,Puma,Tiger,Puma,Leopard,Jaguar,Cheetah,Puma,Lion(ess),Cheetah,Leopard,Tiger,Lion(ess),Cheetah,Tiger,Leopard,Cheetah,Lion(ess),Tiger,Puma,Leopard,Cheetah,Lion(ess),Thank you for allowing me to participate.  The pictures of the animals in this hit are beautiful :)  Good choice in the pictures.
subset,none,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/zmJvsAn.jpg,Lion(ess),Tiger,Leopard,Cheetah,Cheetah,Jaguar,Puma,Lion(ess),Puma,Cheetah,Jaguar,Tiger,Puma,Jaguar,Tiger,Leopard,Lion(ess),Tiger,Leopard|Cheetah|Jaguar,Leopard|Cheetah|Jaguar,Leopard|Cheetah|Jaguar,Leopard|Cheetah|Jaguar,Lion(ess)|Puma,Lion(ess),Lion(ess)|Puma,Leopard|Cheetah|Jaguar,Leopard|Cheetah|Jaguar,Tiger,Puma,Leopard|Cheetah|Jaguar,Tiger,Leopard|Cheetah|Jaguar,Thanks
subset,multiplicative,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/4Vs97dZ.jpg,Jaguar,Leopard,Cheetah,Jaguar,Puma,Lion(ess),Cheetah,Tiger,Puma,Leopard,Puma,Cheetah,Tiger,Tiger,Jaguar,Lion(ess),Tiger|Cheetah|Leopard|Jaguar|Lion(ess),Tiger|Cheetah|Leopard|Jaguar|Lion(ess),Tiger|Cheetah|Leopard|Jaguar|Lion(ess),Tiger|Cheetah|Leopard|Jaguar|Lion(ess),Tiger|Cheetah|Leopard|Jaguar|Lion(ess),Tiger|Lion(ess),Tiger|Cheetah|Leopard|Jaguar|Lion(ess),Tiger|Lion(ess),Puma|Lion(ess),Cheetah|Jaguar,Tiger|Cheetah|Lion(ess),Cheetah|Jaguar|Lion(ess),Tiger|Lion(ess),Tiger|Lion(ess),Cheetah|Leopard|Lion(ess),Tiger|Lion(ess),I enjoyed the hit.
single-noskip,additive,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/UFLgizH.jpg,Puma,Lion(ess),Cheetah,Jaguar,Leopard,Tiger,Tiger,Cheetah,Cheetah,Tiger,Lion(ess),Jaguar,Leopard,Jaguar,Puma,Puma,Jaguar,Tiger,Leopard,Leopard,Leopard,Tiger,Tiger,Leopard,Leopard,Tiger,Tiger,Leopard,Tiger,Tiger,Jaguar,Jaguar,
single-noskip,additive,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/wDcGjzP.jpg,http://i.imgur.com/ElAhMn9.jpg,Jaguar,Lion(ess),Puma,Puma,Cheetah,Tiger,Jaguar,Puma,Jaguar,Cheetah,Lion(ess),Leopard,Leopard,Cheetah,Tiger,Tiger,Lion(ess),Tiger,Puma,Puma,Lion(ess),Tiger,Cheetah,Puma,Cheetah,Cheetah,Cheetah,Leopard,Leopard,Cheetah,Tiger,Tiger,
single-skip,multiplicative,http://i.imgur.com/20ac1mX.jpg,http://i.imgur.com/O8O3CgP.jpg,http://i.imgur.com/vLIzY1T.jpg,http://i.imgur.com/KE8QemE.jpg,http://i.imgur.com/UFLgizH.jpg,http://i.imgur.com/c1Bqo0z.jpg?1,http://i.imgur.com/Euvz93H.jpg,http://i.imgur.com/4Vs97dZ.jpg,http://i.imgur.com/zmJvsAn.jpg,http://i.imgur.com/jmWme5a.jpg,http://i.imgur.com/2hn2Eu8.jpg,http://i.imgur.com/pH8OohI.jpg,http://i.imgur.com/ElAhMn9.jpg,http://i.imgur.com/b82bC1q.jpg,http://i.imgur.com/cz4D4eX.jpg,http://i.imgur.com/wDcGjzP.jpg,Cheetah,Puma,Jaguar,Tiger,Puma,Leopard,Jaguar,Lion(ess),Leopard,Lion(ess),Cheetah,Puma,Tiger,Cheetah,Jaguar,Tiger,Cheetah,Puma,Jaguar,Tiger,Puma,Leopard,Jaguar,Lion(ess),Skip,Puma,Cheetah,Puma,Tiger,Cheetah,Jaguar,Tiger,
