Answer.INTERFACE,Answer.MECHANISM,Answer.question0,Answer.question1,Answer.question10,Answer.question11,Answer.question12,Answer.question13,Answer.question14,Answer.question15,Answer.question2,Answer.question3,Answer.question4,Answer.question5,Answer.question6,Answer.question7,Answer.question8,Answer.question9,Answer.trueAnswer0,Answer.trueAnswer1,Answer.trueAnswer10,Answer.trueAnswer11,Answer.trueAnswer12,Answer.trueAnswer13,Answer.trueAnswer14,Answer.trueAnswer15,Answer.trueAnswer2,Answer.trueAnswer3,Answer.trueAnswer4,Answer.trueAnswer5,Answer.trueAnswer6,Answer.trueAnswer7,Answer.trueAnswer8,Answer.trueAnswer9,Answer.answer0,Answer.answer1,Answer.answer10,Answer.answer11,Answer.answer12,Answer.answer13,Answer.answer14,Answer.answer15,Answer.answer2,Answer.answer3,Answer.answer4,Answer.answer5,Answer.answer6,Answer.answer7,Answer.answer8,Answer.answer9,Answer.comments
subset,none,1.4.08,1.1.12,1.4.10,1.1.09,1.1.05,1.4.02,1.1.07,1.4.01,1.4.12,1.4.11,1.5.06,1.1.01,1.5.07,1.4.03,1.5.04,1.5.05,Brick,Brick,Grass,Wood,Cloth,Wood,Sand,Brick,Sand,Sand,Brick,Grass,Grass,Wood,Sand,Gravel,Brick|Gravel|Wood,Brick|Gravel|Wood,Grass,Cloth|Grass|Wood,Cloth|Grass|Wood,Brick|Wood,Sand|Gravel|Grass,Brick|Wood,Sand|Gravel|Grass,Sand|Gravel|Grass,Brick|Wood,Grass,Grass,Brick|Wood,Gravel|Grass,Gravel|Grass,no comments pls
single-noskip,additive,1.5.05,1.4.08,1.1.09,1.5.04,1.4.10,1.1.01,1.1.05,1.1.07,1.5.07,1.4.02,1.4.01,1.4.03,1.1.12,1.5.06,1.4.11,1.4.12,Gravel,Brick,Wood,Sand,Grass,Grass,Cloth,Sand,Grass,Wood,Brick,Wood,Brick,Brick,Sand,Sand,Gravel,Wood,Wood,Sand,Grass,Gravel,Cloth,Sand,Gravel,Brick,Brick,Wood,Brick,Cloth,Sand,Sand,nice
single-skip,multiplicative,1.1.09,1.1.12,1.4.11,1.4.10,1.4.08,1.1.07,1.4.03,1.4.02,1.5.04,1.4.12,1.5.07,1.1.01,1.5.06,1.1.05,1.4.01,1.5.05,Wood,Brick,Sand,Grass,Brick,Sand,Wood,Wood,Sand,Sand,Grass,Grass,Brick,Cloth,Brick,Gravel,Skip,Skip,Skip,Grass,Skip,Skip,Skip,Skip,Skip,Skip,Grass,Skip,Skip,Skip,Skip,Gravel,Very Interesting Study.
single-noskip,additive,1.1.09,1.1.12,1.1.01,1.4.08,1.5.05,1.1.07,1.1.05,1.4.10,1.4.03,1.5.06,1.4.01,1.4.12,1.4.02,1.5.07,1.4.11,1.5.04,Wood,Brick,Grass,Brick,Gravel,Sand,Cloth,Grass,Wood,Brick,Brick,Sand,Wood,Grass,Sand,Sand,Gravel,Brick,Grass,Brick,Gravel,Sand,Brick,Grass,Wood,Brick,Brick,Sand,Wood,Grass,Sand,Gravel,good one
single-noskip,additive,1.4.10,1.4.01,1.5.04,1.4.02,1.5.07,1.1.12,1.1.05,1.4.03,1.4.12,1.1.07,1.5.06,1.1.09,1.4.11,1.1.01,1.4.08,1.5.05,Grass,Brick,Sand,Wood,Grass,Brick,Cloth,Wood,Sand,Sand,Brick,Wood,Sand,Grass,Brick,Gravel,Wood,Brick,Gravel,Brick,Wood,Brick,Cloth,Brick,Sand,Gravel,Brick,Grass,Gravel,Grass,Brick,Gravel,
subset,multiplicative,1.4.08,1.1.01,1.4.03,1.4.12,1.1.05,1.4.10,1.1.09,1.5.07,1.1.12,1.5.06,1.5.05,1.4.11,1.4.02,1.5.04,1.4.01,1.1.07,Brick,Grass,Wood,Sand,Cloth,Grass,Wood,Grass,Brick,Brick,Gravel,Sand,Wood,Sand,Brick,Sand,Brick,Grass,Brick,Sand,Cloth,Grass,Wood,Grass,Brick,Brick,Gravel,Sand|Grass,Brick,Sand|Grass,Brick,Grass,
subset,multiplicative,1.4.08,1.4.02,1.1.09,1.5.05,1.1.07,1.4.10,1.5.04,1.4.12,1.1.05,1.4.11,1.4.03,1.5.07,1.1.01,1.1.12,1.4.01,1.5.06,Brick,Wood,Wood,Gravel,Sand,Grass,Sand,Sand,Cloth,Sand,Wood,Grass,Grass,Brick,Brick,Brick,Brick|Cloth,Brick,Wood|Cloth,Sand|Gravel,Sand|Gravel,Grass,Sand|Cloth,Sand|Gravel|Cloth,Gravel|Cloth,Sand|Gravel,Brick,Grass,Grass,Brick,Brick|Wood|Cloth,Brick|Cloth,Some pictures are confusing and hard to recognize.
single-noskip,additive,1.4.03,1.4.10,1.1.07,1.1.05,1.4.11,1.5.06,1.1.12,1.1.01,1.5.05,1.4.01,1.4.08,1.5.07,1.1.09,1.5.04,1.4.12,1.4.02,Wood,Grass,Sand,Cloth,Sand,Brick,Brick,Grass,Gravel,Brick,Brick,Grass,Wood,Sand,Sand,Wood,Brick,Grass,Sand,Cloth,Wood,Brick,Brick,Grass,Gravel,Brick,Brick,Grass,Gravel,Sand,Sand,Brick,NA
subset,multiplicative,1.1.09,1.4.03,1.1.01,1.4.12,1.4.11,1.4.02,1.4.10,1.5.04,1.5.05,1.1.05,1.1.12,1.4.08,1.1.07,1.4.01,1.5.07,1.5.06,Wood,Wood,Grass,Sand,Sand,Wood,Grass,Sand,Gravel,Cloth,Brick,Brick,Sand,Brick,Grass,Brick,Cloth|Wood,Brick|Sand|Wood,Grass,Cloth|Sand|Gravel|Wood,Cloth|Sand|Gravel|Wood,Brick|Sand,Grass,Cloth|Sand|Gravel|Wood,Grass|Cloth|Sand,Cloth|Gravel|Wood,Brick|Sand|Gravel,Brick|Sand|Gravel,Sand|Gravel|Wood,Brick|Sand|Gravel,Grass,Brick|Sand|Gravel,NICE SURVEY
subset,multiplicative,1.4.12,1.4.10,1.1.07,1.5.04,1.4.01,1.5.05,1.1.01,1.5.07,1.1.12,1.4.11,1.5.06,1.4.08,1.4.02,1.1.09,1.4.03,1.1.05,Sand,Grass,Sand,Sand,Brick,Gravel,Grass,Grass,Brick,Sand,Brick,Brick,Wood,Wood,Wood,Cloth,Sand,Grass,Sand|Gravel,Sand,Brick,Gravel,Grass|Cloth,Grass,Brick,Sand,Brick,Brick,Brick,Wood,Brick,Cloth,
single-skip,multiplicative,1.4.03,1.5.06,1.4.12,1.1.12,1.5.05,1.4.10,1.1.05,1.5.04,1.4.02,1.1.09,1.1.07,1.4.11,1.4.08,1.4.01,1.1.01,1.5.07,Wood,Brick,Sand,Brick,Gravel,Grass,Cloth,Sand,Wood,Wood,Sand,Sand,Brick,Brick,Grass,Grass,Skip,Brick,Skip,Brick,Gravel,Grass,Cloth,Skip,Skip,Wood,Skip,Skip,Brick,Brick,Skip,Grass,
single-noskip,additive,1.4.03,1.1.12,1.4.02,1.5.05,1.5.07,1.1.07,1.4.08,1.4.10,1.4.01,1.1.05,1.1.09,1.5.06,1.4.12,1.4.11,1.5.04,1.1.01,Wood,Brick,Wood,Gravel,Grass,Sand,Brick,Grass,Brick,Cloth,Wood,Brick,Sand,Sand,Sand,Grass,Wood,Brick,Wood,Gravel,Grass,Wood,Cloth,Grass,Brick,Cloth,Wood,Brick,Gravel,Gravel,Gravel,Grass,
subset,multiplicative,1.5.05,1.1.07,1.5.06,1.4.03,1.4.10,1.1.09,1.4.12,1.4.08,1.1.05,1.4.11,1.4.02,1.1.12,1.5.07,1.1.01,1.5.04,1.4.01,Gravel,Sand,Brick,Wood,Grass,Wood,Sand,Brick,Cloth,Sand,Wood,Brick,Grass,Grass,Sand,Brick,Brick|Sand|Gravel,Brick|Sand|Wood|Gravel,Brick|Wood|Gravel,Brick|Sand|Wood|Gravel,Grass|Sand|Wood,Brick|Sand|Gravel,Brick|Sand|Gravel,Brick|Sand|Wood,Grass|Gravel|Cloth,Brick|Sand|Wood,Brick|Sand|Wood,Brick|Sand|Wood|Gravel,Grass|Sand|Gravel,Grass|Sand|Gravel,Brick|Sand|Wood,Brick|Wood|Gravel,No
subset,multiplicative,1.5.07,1.5.05,1.4.10,1.4.02,1.1.01,1.4.11,1.1.12,1.4.12,1.4.01,1.4.08,1.1.05,1.5.04,1.1.07,1.4.03,1.5.06,1.1.09,Grass,Gravel,Grass,Wood,Grass,Sand,Brick,Sand,Brick,Brick,Cloth,Sand,Sand,Wood,Brick,Wood,Grass,Wood|Gravel|Brick,Grass,Wood|Gravel|Brick,Grass,Sand,Wood|Gravel|Brick,Sand,Wood|Gravel|Brick,Wood|Gravel|Brick,Cloth,Sand,Sand,Wood|Gravel|Brick,Wood|Gravel|Brick,Wood|Gravel|Brick,
subset,none,1.4.03,1.1.07,1.5.06,1.5.04,1.1.12,1.1.05,1.4.12,1.4.01,1.1.09,1.5.07,1.4.10,1.4.11,1.4.02,1.4.08,1.5.05,1.1.01,Wood,Sand,Brick,Sand,Brick,Cloth,Sand,Brick,Wood,Grass,Grass,Sand,Wood,Brick,Gravel,Grass,Gravel|Brick,Grass|Sand,Brick|Wood,Grass,Brick|Wood,Cloth|Wood,Cloth|Grass|Sand|Wood,Brick|Wood,Cloth|Wood,Cloth|Grass,Grass,Cloth|Grass|Sand|Wood,Gravel|Brick,Brick|Wood,Gravel|Cloth|Sand,Grass,
single-noskip,additive,1.4.10,1.4.01,1.1.12,1.4.11,1.5.07,1.5.04,1.1.07,1.5.05,1.4.02,1.4.08,1.5.06,1.1.05,1.4.03,1.1.09,1.4.12,1.1.01,Grass,Brick,Brick,Sand,Grass,Sand,Sand,Gravel,Wood,Brick,Brick,Cloth,Wood,Wood,Sand,Grass,Grass,Brick,Brick,Sand,Grass,Sand,Cloth,Gravel,Brick,Brick,Brick,Cloth,Wood,Wood,Sand,Grass,
subset,multiplicative,1.5.06,1.1.01,1.4.02,1.4.10,1.4.08,1.4.12,1.5.05,1.4.01,1.1.12,1.1.05,1.5.07,1.1.09,1.4.03,1.4.11,1.1.07,1.5.04,Brick,Grass,Wood,Grass,Brick,Sand,Gravel,Brick,Brick,Cloth,Grass,Wood,Wood,Sand,Sand,Sand,Brick,Grass,Wood,Grass,Brick,Sand|Cloth,Gravel,Brick,Brick,Cloth,Grass,Wood,Wood,Sand,Cloth|Grass,Gravel|Sand|Cloth,
single-skip,multiplicative,1.1.12,1.4.08,1.5.07,1.4.10,1.5.06,1.4.01,1.1.01,1.1.09,1.4.03,1.4.11,1.4.12,1.4.02,1.1.07,1.5.05,1.1.05,1.5.04,Brick,Brick,Grass,Grass,Brick,Brick,Grass,Wood,Wood,Sand,Sand,Wood,Sand,Gravel,Cloth,Sand,Brick,Cloth,Grass,Grass,Brick,Brick,Grass,Grass,Brick,Gravel,Gravel,Brick,Skip,Skip,Cloth,Gravel,
single-skip,multiplicative,1.4.12,1.1.07,1.4.11,1.1.09,1.4.08,1.4.10,1.5.05,1.4.03,1.4.01,1.5.04,1.4.02,1.5.06,1.1.05,1.1.01,1.5.07,1.1.12,Sand,Sand,Sand,Wood,Brick,Grass,Gravel,Wood,Brick,Sand,Wood,Brick,Cloth,Grass,Grass,Brick,Sand,Gravel,Sand,Wood,Brick,Grass,Skip,Brick,Brick,Gravel,Brick,Brick,Cloth,Grass,Grass,Brick,
subset,multiplicative,1.1.07,1.4.11,1.5.04,1.1.09,1.4.08,1.1.01,1.5.07,1.4.03,1.4.01,1.4.02,1.4.12,1.4.10,1.5.06,1.5.05,1.1.05,1.1.12,Sand,Sand,Sand,Wood,Brick,Grass,Grass,Wood,Brick,Wood,Sand,Grass,Brick,Gravel,Cloth,Brick,Sand,Sand,Sand,Wood,Brick,Grass,Grass,Wood,Brick,Wood,Sand,Grass,Brick,Gravel,Cloth,Brick,
single-noskip,additive,1.1.05,1.4.03,1.5.06,1.1.07,1.1.12,1.5.04,1.1.01,1.4.11,1.4.12,1.5.05,1.4.10,1.4.08,1.4.01,1.4.02,1.5.07,1.1.09,Cloth,Wood,Brick,Sand,Brick,Sand,Grass,Sand,Sand,Gravel,Grass,Brick,Brick,Wood,Grass,Wood,Cloth,Wood,Brick,Sand,Brick,Sand,Grass,Sand,Brick,Gravel,Grass,Brick,Brick,Wood,Grass,Grass,"That was fun, thanks!"
single-skip,multiplicative,1.5.04,1.5.07,1.1.09,1.4.01,1.4.03,1.1.05,1.1.01,1.1.12,1.4.12,1.1.07,1.5.06,1.4.02,1.4.11,1.4.10,1.4.08,1.5.05,Sand,Grass,Wood,Brick,Wood,Cloth,Grass,Brick,Sand,Sand,Brick,Wood,Sand,Grass,Brick,Gravel,Sand,Grass,Skip,Brick,Skip,Cloth,Grass,Brick,Skip,Skip,Brick,Skip,Wood,Grass,Brick,Gravel,
single-noskip,additive,1.1.07,1.5.05,1.1.01,1.4.03,1.1.05,1.5.06,1.5.04,1.4.02,1.4.11,1.4.08,1.5.07,1.1.12,1.4.12,1.4.01,1.4.10,1.1.09,Sand,Gravel,Grass,Wood,Cloth,Brick,Sand,Wood,Sand,Brick,Grass,Brick,Sand,Brick,Grass,Wood,Sand,Gravel,Grass,Wood,Cloth,Brick,Sand,Wood,Sand,Brick,Grass,Brick,Sand,Brick,Grass,Wood,
single-noskip,additive,1.5.06,1.5.05,1.1.09,1.4.02,1.4.12,1.1.05,1.4.08,1.5.04,1.1.12,1.4.11,1.1.01,1.4.01,1.4.10,1.5.07,1.1.07,1.4.03,Brick,Gravel,Wood,Wood,Sand,Cloth,Brick,Sand,Brick,Sand,Grass,Brick,Grass,Grass,Sand,Wood,Brick,Gravel,Wood,Wood,Sand,Cloth,Brick,Gravel,Brick,Sand,Grass,Brick,Grass,Grass,Sand,Wood,
single-skip,multiplicative,1.5.05,1.4.02,1.1.07,1.5.07,1.4.08,1.4.03,1.4.11,1.4.01,1.1.05,1.5.04,1.1.01,1.5.06,1.4.10,1.4.12,1.1.12,1.1.09,Gravel,Wood,Sand,Grass,Brick,Wood,Sand,Brick,Cloth,Sand,Grass,Brick,Grass,Sand,Brick,Wood,Skip,Skip,Skip,Grass,Skip,Skip,Skip,Brick,Skip,Skip,Skip,Brick,Grass,Skip,Brick,Skip,
subset,multiplicative,1.4.12,1.4.01,1.4.08,1.4.02,1.1.09,1.1.12,1.1.07,1.5.06,1.4.10,1.5.05,1.5.04,1.1.01,1.4.03,1.5.07,1.4.11,1.1.05,Sand,Brick,Brick,Wood,Wood,Brick,Sand,Brick,Grass,Gravel,Sand,Grass,Wood,Grass,Sand,Cloth,Grass|Gravel|Sand|Brick,Brick,Brick,Wood,Wood,Brick,Grass,Brick,Grass,Cloth|Gravel|Sand,Cloth|Gravel|Wood|Sand|Brick,Grass,Wood|Brick,Grass,Gravel|Wood|Sand,Cloth,
single-noskip,additive,1.5.06,1.4.08,1.5.04,1.4.03,1.1.05,1.1.12,1.4.01,1.1.07,1.1.01,1.4.11,1.4.10,1.1.09,1.4.12,1.5.07,1.5.05,1.4.02,Brick,Brick,Sand,Wood,Cloth,Brick,Brick,Sand,Grass,Sand,Grass,Wood,Sand,Grass,Gravel,Wood,Brick,Brick,Gravel,Brick,Cloth,Brick,Brick,Sand,Gravel,Sand,Grass,Wood,Brick,Grass,Gravel,Brick,
single-skip,multiplicative,1.1.12,1.5.04,1.4.10,1.4.12,1.5.06,1.1.01,1.4.01,1.4.03,1.4.08,1.1.05,1.4.02,1.5.07,1.1.09,1.5.05,1.4.11,1.1.07,Brick,Sand,Grass,Sand,Brick,Grass,Brick,Wood,Brick,Cloth,Wood,Grass,Wood,Gravel,Sand,Sand,Brick,Sand,Grass,Sand,Brick,Grass,Brick,Brick,Brick,Cloth,Brick,Grass,Brick,Gravel,Sand,Sand,
single-noskip,additive,1.4.02,1.1.07,1.1.01,1.4.03,1.5.04,1.1.12,1.1.09,1.1.05,1.4.01,1.5.05,1.4.12,1.4.11,1.5.06,1.4.10,1.5.07,1.4.08,Wood,Sand,Grass,Wood,Sand,Brick,Wood,Cloth,Brick,Gravel,Sand,Sand,Brick,Grass,Grass,Brick,Brick,Sand,Grass,Wood,Sand,Brick,Cloth,Cloth,Brick,Gravel,Sand,Sand,Brick,Grass,Grass,Brick,
single-noskip,additive,1.4.10,1.5.05,1.1.05,1.5.06,1.5.07,1.5.04,1.1.01,1.1.07,1.4.03,1.4.12,1.4.11,1.1.12,1.4.02,1.4.01,1.1.09,1.4.08,Grass,Gravel,Cloth,Brick,Grass,Sand,Grass,Sand,Wood,Sand,Sand,Brick,Wood,Brick,Wood,Brick,Grass,Gravel,Cloth,Brick,Grass,Sand,Grass,Sand,Wood,Sand,Sand,Brick,Wood,Brick,Wood,Brick,
single-noskip,additive,1.5.04,1.5.07,1.4.12,1.1.01,1.5.06,1.1.12,1.4.11,1.4.02,1.4.01,1.1.07,1.4.08,1.1.09,1.4.03,1.4.10,1.1.05,1.5.05,Sand,Grass,Sand,Grass,Brick,Brick,Sand,Wood,Brick,Sand,Brick,Wood,Wood,Grass,Cloth,Gravel,Brick,Grass,Brick,Grass,Brick,Brick,Brick,Wood,Brick,Brick,Brick,Wood,Wood,Grass,Cloth,Gravel,
single-noskip,additive,1.4.10,1.4.03,1.5.07,1.4.08,1.5.04,1.1.05,1.1.01,1.1.12,1.4.01,1.1.09,1.4.02,1.4.12,1.1.07,1.5.05,1.4.11,1.5.06,Grass,Wood,Grass,Brick,Sand,Cloth,Grass,Brick,Brick,Wood,Wood,Sand,Sand,Gravel,Sand,Brick,Grass,Wood,Grass,Brick,Gravel,Cloth,Grass,Brick,Brick,Cloth,Wood,Sand,Gravel,Gravel,Sand,Brick,Thank you
subset,multiplicative,1.5.06,1.5.04,1.4.08,1.5.07,1.4.11,1.4.02,1.1.01,1.4.01,1.4.03,1.1.07,1.1.12,1.1.05,1.5.05,1.1.09,1.4.10,1.4.12,Brick,Sand,Brick,Grass,Sand,Wood,Grass,Brick,Wood,Sand,Brick,Cloth,Gravel,Wood,Grass,Sand,Gravel|Brick,Gravel|Sand,Wood|Brick,Grass,Gravel|Sand,Brick,Grass,Brick,Wood|Gravel|Brick,Grass|Cloth|Gravel,Wood|Brick,Cloth|Gravel|Sand,Gravel|Sand,Wood|Cloth,Grass|Cloth,Gravel|Sand,very interesting
subset,multiplicative,1.4.01,1.4.12,1.5.05,1.4.02,1.1.12,1.4.03,1.1.07,1.4.11,1.5.06,1.1.05,1.4.10,1.1.01,1.5.07,1.5.04,1.1.09,1.4.08,Brick,Sand,Gravel,Wood,Brick,Wood,Sand,Sand,Brick,Cloth,Grass,Grass,Grass,Sand,Wood,Brick,Brick|Wood|Gravel,Cloth|Gravel|Sand,Brick|Grass|Wood,Brick|Wood|Gravel,Brick|Wood|Gravel,Brick|Gravel,Brick|Wood,Grass|Gravel|Sand,Brick|Wood|Gravel,Brick|Wood|Gravel,Grass,Grass,Grass|Wood,Grass|Sand,Cloth,Cloth|Gravel,
single-skip,multiplicative,1.4.12,1.5.05,1.1.12,1.1.01,1.4.10,1.4.02,1.4.08,1.4.11,1.1.05,1.5.07,1.1.07,1.4.03,1.4.01,1.5.06,1.5.04,1.1.09,Sand,Gravel,Brick,Grass,Grass,Wood,Brick,Sand,Cloth,Grass,Sand,Wood,Brick,Brick,Sand,Wood,Sand,Gravel,Brick,Grass,Grass,Brick,Skip,Skip,Cloth,Grass,Skip,Brick,Brick,Brick,Skip,Wood,
subset,none,1.1.07,1.4.10,1.4.03,1.4.12,1.4.01,1.1.09,1.4.11,1.1.12,1.1.01,1.4.08,1.1.05,1.4.02,1.5.05,1.5.06,1.5.07,1.5.04,Sand,Grass,Wood,Sand,Brick,Wood,Sand,Brick,Grass,Brick,Cloth,Wood,Gravel,Brick,Grass,Sand,Gravel|Sand|Brick,Sand|Brick|Grass,Gravel|Wood,Gravel|Sand,Brick,Gravel|Sand|Grass,Gravel|Sand,Gravel|Sand|Brick,Gravel|Sand,Gravel|Sand|Brick,Gravel|Sand|Brick|Wood,Gravel|Brick|Wood,Cloth,Gravel|Brick,Gravel|Sand,Gravel|Sand,
subset,multiplicative,1.4.11,1.5.04,1.1.01,1.1.12,1.1.09,1.1.05,1.4.10,1.4.01,1.4.08,1.4.03,1.4.12,1.5.07,1.5.05,1.4.02,1.1.07,1.5.06,Sand,Sand,Grass,Brick,Wood,Cloth,Grass,Brick,Brick,Wood,Sand,Grass,Gravel,Wood,Sand,Brick,Sand|Gravel,Sand|Brick|Wood|Gravel,Grass,Brick,Wood,Cloth,Grass,Brick,Brick,Brick|Wood,Sand|Cloth|Gravel,Grass,Sand|Gravel,Brick|Wood,Sand,Brick,
single-noskip,additive,1.4.02,1.5.04,1.1.12,1.1.05,1.4.12,1.4.11,1.5.07,1.1.07,1.1.01,1.4.10,1.1.09,1.4.01,1.5.06,1.5.05,1.4.08,1.4.03,Wood,Sand,Brick,Cloth,Sand,Sand,Grass,Sand,Grass,Grass,Wood,Brick,Brick,Gravel,Brick,Wood,Brick,Gravel,Brick,Gravel,Wood,Cloth,Grass,Sand,Cloth,Cloth,Gravel,Brick,Brick,Gravel,Cloth,Brick,
subset,multiplicative,1.1.12,1.5.07,1.4.02,1.1.09,1.4.03,1.5.06,1.1.01,1.4.12,1.4.11,1.4.01,1.5.04,1.4.10,1.1.07,1.5.05,1.1.05,1.4.08,Brick,Grass,Wood,Wood,Wood,Brick,Grass,Sand,Sand,Brick,Sand,Grass,Sand,Gravel,Cloth,Brick,Brick,Grass,Wood|Brick,Wood,Wood|Brick,Brick,Wood|Cloth|Grass,Gravel|Wood|Cloth|Grass|Sand|Brick,Gravel|Cloth|Sand,Brick,Gravel|Cloth|Grass|Sand,Cloth|Grass,Gravel|Wood|Cloth|Sand|Brick,Gravel,Cloth,Brick,
subset,multiplicative,1.4.10,1.5.06,1.1.12,1.5.04,1.5.07,1.4.08,1.5.05,1.1.07,1.4.02,1.4.11,1.4.12,1.4.03,1.1.01,1.1.09,1.1.05,1.4.01,Grass,Brick,Brick,Sand,Grass,Brick,Gravel,Sand,Wood,Sand,Sand,Wood,Grass,Wood,Cloth,Brick,Gravel|Brick|Grass,Gravel|Wood|Brick,Gravel|Wood|Brick,Gravel|Wood|Brick,Cloth|Gravel|Grass,Cloth|Gravel|Brick,Sand|Cloth|Grass,Sand|Gravel|Grass,Gravel|Wood|Brick,Sand|Gravel|Wood,Sand|Cloth|Wood,Gravel|Wood|Brick,Gravel|Wood|Grass,Cloth|Wood|Brick,Cloth|Wood|Brick,Cloth|Gravel|Brick,
subset,multiplicative,1.4.01,1.1.05,1.4.08,1.4.11,1.4.02,1.5.06,1.1.07,1.4.10,1.4.12,1.1.12,1.5.04,1.1.09,1.5.07,1.1.01,1.4.03,1.5.05,Brick,Cloth,Brick,Sand,Wood,Brick,Sand,Grass,Sand,Brick,Sand,Wood,Grass,Grass,Wood,Gravel,Brick,Cloth,Brick,Sand,Wood,Brick,Sand|Gravel,Grass,Sand|Gravel,Brick,Sand,Wood,Grass,Grass,Brick|Gravel,Sand|Gravel,
single-noskip,additive,1.5.04,1.4.11,1.1.12,1.5.05,1.5.06,1.4.12,1.4.02,1.1.05,1.4.01,1.1.01,1.1.07,1.4.10,1.5.07,1.4.03,1.4.08,1.1.09,Sand,Sand,Brick,Gravel,Brick,Sand,Wood,Cloth,Brick,Grass,Sand,Grass,Grass,Wood,Brick,Wood,Sand,Gravel,Wood,Sand,Brick,Sand,Brick,Cloth,Brick,Cloth,Sand,Grass,Grass,Wood,Brick,Cloth,very interesting task
single-noskip,additive,1.4.10,1.1.05,1.4.01,1.5.06,1.1.09,1.1.01,1.4.08,1.4.02,1.4.03,1.5.05,1.4.12,1.1.12,1.4.11,1.5.04,1.5.07,1.1.07,Grass,Cloth,Brick,Brick,Wood,Grass,Brick,Wood,Wood,Gravel,Sand,Brick,Sand,Sand,Grass,Sand,Grass,Cloth,Brick,Brick,Wood,Grass,Brick,Brick,Wood,Gravel,Cloth,Brick,Sand,Gravel,Grass,Sand,nice photography
subset,none,1.4.01,1.1.12,1.4.12,1.5.04,1.1.01,1.1.05,1.5.05,1.4.11,1.1.09,1.5.06,1.4.02,1.1.07,1.5.07,1.4.03,1.4.08,1.4.10,Brick,Brick,Sand,Sand,Grass,Cloth,Gravel,Sand,Wood,Brick,Wood,Sand,Grass,Wood,Brick,Grass,Brick,Brick,Brick|Sand,Sand,Grass,Brick|Cloth,Gravel,Brick|Sand,Wood|Cloth,Brick,Brick,Gravel|Brick|Sand,Grass,Brick,Brick|Cloth,Grass,Excellent and easy experiment. Thank you.
subset,none,1.4.11,1.5.05,1.1.01,1.1.07,1.4.12,1.4.08,1.5.06,1.1.09,1.4.01,1.5.04,1.1.12,1.1.05,1.5.07,1.4.03,1.4.10,1.4.02,Sand,Gravel,Grass,Sand,Sand,Brick,Brick,Wood,Brick,Sand,Brick,Cloth,Grass,Wood,Grass,Wood,Wood|Brick|Gravel,Wood|Brick|Gravel,Wood|Brick|Grass,Wood|Brick|Gravel,Wood|Sand|Gravel,Wood|Brick|Cloth,Wood|Brick|Cloth,Wood|Brick|Gravel,Wood|Brick|Gravel,Wood|Brick|Gravel,Wood|Brick|Gravel,Wood|Brick|Gravel,Wood|Brick|Grass,Wood|Brick|Gravel,Wood|Brick|Grass,Wood|Brick|Gravel,Very Interesting Task.
subset,none,1.5.04,1.5.06,1.4.01,1.4.08,1.1.09,1.4.03,1.4.10,1.5.07,1.4.12,1.1.01,1.1.12,1.4.11,1.1.05,1.4.02,1.5.05,1.1.07,Sand,Brick,Brick,Brick,Wood,Wood,Grass,Grass,Sand,Grass,Brick,Sand,Cloth,Wood,Gravel,Sand,Grass|Sand,Gravel|Brick,Brick,Brick,Wood|Grass,Brick,Grass,Grass,Gravel|Grass|Sand,Grass,Brick,Grass|Sand,Gravel|Grass|Sand,Brick,Gravel|Wood|Cloth,Grass|Sand,
subset,multiplicative,1.1.01,1.1.05,1.1.09,1.4.08,1.4.02,1.4.01,1.4.11,1.5.06,1.5.05,1.4.12,1.4.10,1.5.04,1.1.07,1.1.12,1.5.07,1.4.03,Grass,Cloth,Wood,Brick,Wood,Brick,Sand,Brick,Gravel,Sand,Grass,Sand,Sand,Brick,Grass,Wood,Gravel|Sand|Grass|Cloth,Gravel|Sand|Grass|Cloth|Wood,Gravel|Sand|Grass|Wood,Brick,Brick,Brick,Gravel|Sand|Grass|Wood,Brick,Gravel|Sand,Gravel|Sand|Grass|Wood,Gravel|Sand|Grass,Gravel|Sand|Grass,Gravel|Sand|Grass,Brick,Grass,Brick,
subset,none,1.5.07,1.4.12,1.5.04,1.1.09,1.4.03,1.4.02,1.4.11,1.1.12,1.4.01,1.1.01,1.4.08,1.1.07,1.4.10,1.5.05,1.5.06,1.1.05,Grass,Sand,Sand,Wood,Wood,Wood,Sand,Brick,Brick,Grass,Brick,Sand,Grass,Gravel,Brick,Cloth,Grass,Sand,Sand,Wood,Brick,Brick,Sand,Brick,Brick,Gravel,Brick,Sand,Grass,Gravel,Brick,Cloth,Some confusions are occurred but do the task
subset,none,1.4.08,1.1.05,1.1.01,1.1.09,1.4.01,1.4.11,1.4.02,1.5.04,1.4.10,1.4.03,1.5.07,1.5.05,1.1.12,1.4.12,1.1.07,1.5.06,Brick,Cloth,Grass,Wood,Brick,Sand,Wood,Sand,Grass,Wood,Grass,Gravel,Brick,Sand,Sand,Brick,Wood|Brick,Grass|Cloth|Gravel,Grass|Cloth,Sand|Wood,Brick,Sand|Cloth|Brick,Wood|Brick,Sand|Gravel|Brick,Grass|Cloth,Wood,Grass|Cloth,Sand|Wood|Gravel,Wood|Brick,Sand|Wood|Gravel,Sand|Gravel|Brick,Brick,
