Answer.INTERFACE,Answer.MECHANISM,Answer.question0,Answer.question1,Answer.question10,Answer.question11,Answer.question12,Answer.question13,Answer.question14,Answer.question15,Answer.question16,Answer.question17,Answer.question18,Answer.question19,Answer.question2,Answer.question20,Answer.question21,Answer.question22,Answer.question23,Answer.question24,Answer.question3,Answer.question4,Answer.question5,Answer.question6,Answer.question7,Answer.question8,Answer.question9,Answer.trueAnswer0,Answer.trueAnswer1,Answer.trueAnswer10,Answer.trueAnswer11,Answer.trueAnswer12,Answer.trueAnswer13,Answer.trueAnswer14,Answer.trueAnswer15,Answer.trueAnswer16,Answer.trueAnswer17,Answer.trueAnswer18,Answer.trueAnswer19,Answer.trueAnswer2,Answer.trueAnswer20,Answer.trueAnswer21,Answer.trueAnswer22,Answer.trueAnswer23,Answer.trueAnswer24,Answer.trueAnswer3,Answer.trueAnswer4,Answer.trueAnswer5,Answer.trueAnswer6,Answer.trueAnswer7,Answer.trueAnswer8,Answer.trueAnswer9,Answer.answer0,Answer.answer1,Answer.answer10,Answer.answer11,Answer.answer12,Answer.answer13,Answer.answer14,Answer.answer15,Answer.answer16,Answer.answer17,Answer.answer18,Answer.answer19,Answer.answer2,Answer.answer20,Answer.answer21,Answer.answer22,Answer.answer23,Answer.answer24,Answer.answer3,Answer.answer4,Answer.answer5,Answer.answer6,Answer.answer7,Answer.answer8,Answer.answer9,Answer.comments
subset,none,dfgcmyi9zlmzojy/2,c39wrwcnjy60fx0/15,wc3yesvzcawev2b/18,h53qagtbagigq4f/12,c7557xr0oa9typw/22,p8x7qrx57foej2v/17,a9sdxr2f6l0ngql/24,lgbjckfncok88u1/21,6l8h1tv26zedant/7,zi53rt5amlnlle4/0,ida8bqy4xp5417p/23,9v2qvj0b6ny4lrp/5,xzadddndcont63h/11,867rdbxwrn1tlom/13,c8vfeb66wb94r09/4,lje1kpehfxsqxg6/3,aqjoi7izpzp6acv/10,0xtz9sah11iwzfb/19,0t7hyu660p7bja8/1,nm9rf5ltug85eay/8,wx0obc7c8f6ce6w/16,9omx3hyvbsi6s4z/14,m5vgbt7e802e612/20,2e3tfgr5x7rfryb/9,zxvn4kcvil8onmd/6,Russian,Hebrew,Chinese,Hindi,Japanese,Hebrew,Japanese,Japanese,Tamil,Russian,Japanese,Thai,Hindi,Latin,Thai,Thai,Hindi,Chinese,Russian,Tamil,Hebrew,Latin,Chinese,Hindi,Tamil,Thai|Latin|Russian,Hebrew|Latin|Russian,Japanese|Chinese|Thai|Latin,Hindi,Japanese|Chinese|Thai|Russian,Japanese|Chinese|Thai|Russian,Japanese|Chinese|Thai,Japanese|Chinese|Thai|Russian,Tamil,Latin|Russian,Japanese|Chinese|Latin,Japanese|Chinese|Thai|Russian,Hindi,Japanese|Chinese|Thai,Japanese|Chinese|Thai,Japanese|Chinese|Thai,Japanese|Chinese|Thai|Russian,Japanese|Chinese|Thai|Russian,Hebrew|Latin|Russian,Tamil,Japanese|Chinese|Thai|Russian,Hebrew|Russian,Japanese|Chinese|Thai,Hindi,Tamil,nice
single-skip,multiplicative,a9sdxr2f6l0ngql/24,c39wrwcnjy60fx0/15,dfgcmyi9zlmzojy/2,lgbjckfncok88u1/21,0t7hyu660p7bja8/1,zxvn4kcvil8onmd/6,2e3tfgr5x7rfryb/9,wc3yesvzcawev2b/18,0xtz9sah11iwzfb/19,zi53rt5amlnlle4/0,nm9rf5ltug85eay/8,lje1kpehfxsqxg6/3,c7557xr0oa9typw/22,xzadddndcont63h/11,9omx3hyvbsi6s4z/14,m5vgbt7e802e612/20,h53qagtbagigq4f/12,aqjoi7izpzp6acv/10,p8x7qrx57foej2v/17,6l8h1tv26zedant/7,9v2qvj0b6ny4lrp/5,ida8bqy4xp5417p/23,867rdbxwrn1tlom/13,c8vfeb66wb94r09/4,wx0obc7c8f6ce6w/16,Japanese,Hebrew,Russian,Japanese,Russian,Tamil,Hindi,Chinese,Chinese,Russian,Tamil,Thai,Japanese,Hindi,Latin,Chinese,Hindi,Hindi,Hebrew,Tamil,Thai,Japanese,Latin,Thai,Hebrew,Skip,Thai,Skip,Japanese,Russian,Tamil,Hindi,Chinese,Japanese,Russian,Skip,Hebrew,Japanese,Hindi,Russian,Japanese,Hindi,Skip,Skip,Tamil,Skip,Japanese,Latin,Skip,Skip,"Confusing, yet interesting hit."
subset,none,dfgcmyi9zlmzojy/2,nm9rf5ltug85eay/8,zxvn4kcvil8onmd/6,0xtz9sah11iwzfb/19,9v2qvj0b6ny4lrp/5,p8x7qrx57foej2v/17,aqjoi7izpzp6acv/10,a9sdxr2f6l0ngql/24,lgbjckfncok88u1/21,0t7hyu660p7bja8/1,ida8bqy4xp5417p/23,xzadddndcont63h/11,h53qagtbagigq4f/12,lje1kpehfxsqxg6/3,c7557xr0oa9typw/22,c39wrwcnjy60fx0/15,wx0obc7c8f6ce6w/16,c8vfeb66wb94r09/4,867rdbxwrn1tlom/13,m5vgbt7e802e612/20,2e3tfgr5x7rfryb/9,wc3yesvzcawev2b/18,6l8h1tv26zedant/7,9omx3hyvbsi6s4z/14,zi53rt5amlnlle4/0,Russian,Tamil,Tamil,Chinese,Thai,Hebrew,Hindi,Japanese,Japanese,Russian,Japanese,Hindi,Hindi,Thai,Japanese,Hebrew,Hebrew,Thai,Latin,Chinese,Hindi,Chinese,Tamil,Latin,Russian,Hindi|Hebrew,Hindi|Tamil,Hindi|Hebrew|Tamil,Thai|Japanese|Chinese,Hindi|Hebrew|Tamil,Hindi|Hebrew|Tamil,Hindi|Hebrew|Tamil,Thai|Japanese|Chinese,Thai|Japanese|Chinese,Hindi|Hebrew|Russian|Latin,Thai|Japanese|Chinese,Hindi|Hebrew|Tamil,Hindi|Hebrew,Hindi|Hebrew|Tamil,Thai|Japanese|Chinese,Hindi|Hebrew|Tamil,Hindi|Tamil,Hindi|Hebrew|Tamil,Hindi|Hebrew|Latin,Thai|Japanese|Chinese,Hindi|Hebrew|Thai,Thai|Japanese|Chinese,Hindi|Hebrew|Tamil,Hindi|Hebrew|Latin,Hindi|Hebrew|Russian,
single-noskip,additive,lgbjckfncok88u1/21,0xtz9sah11iwzfb/19,nm9rf5ltug85eay/8,0t7hyu660p7bja8/1,a9sdxr2f6l0ngql/24,p8x7qrx57foej2v/17,lje1kpehfxsqxg6/3,wx0obc7c8f6ce6w/16,9v2qvj0b6ny4lrp/5,2e3tfgr5x7rfryb/9,6l8h1tv26zedant/7,wc3yesvzcawev2b/18,c8vfeb66wb94r09/4,867rdbxwrn1tlom/13,c39wrwcnjy60fx0/15,xzadddndcont63h/11,zi53rt5amlnlle4/0,ida8bqy4xp5417p/23,m5vgbt7e802e612/20,zxvn4kcvil8onmd/6,h53qagtbagigq4f/12,c7557xr0oa9typw/22,9omx3hyvbsi6s4z/14,aqjoi7izpzp6acv/10,dfgcmyi9zlmzojy/2,Japanese,Chinese,Tamil,Russian,Japanese,Hebrew,Thai,Hebrew,Thai,Hindi,Tamil,Chinese,Thai,Latin,Hebrew,Hindi,Russian,Japanese,Chinese,Tamil,Hindi,Japanese,Latin,Hindi,Russian,Japanese,Chinese,Tamil,Russian,Hindi,Hebrew,Thai,Hebrew,Tamil,Hebrew,Tamil,Chinese,Thai,Latin,Hebrew,Thai,Russian,Japanese,Japanese,Hindi,Hebrew,Chinese,Latin,Hebrew,Russian,
single-noskip,additive,c8vfeb66wb94r09/4,nm9rf5ltug85eay/8,dfgcmyi9zlmzojy/2,9omx3hyvbsi6s4z/14,867rdbxwrn1tlom/13,lje1kpehfxsqxg6/3,h53qagtbagigq4f/12,zi53rt5amlnlle4/0,c7557xr0oa9typw/22,0t7hyu660p7bja8/1,0xtz9sah11iwzfb/19,p8x7qrx57foej2v/17,m5vgbt7e802e612/20,a9sdxr2f6l0ngql/24,xzadddndcont63h/11,6l8h1tv26zedant/7,c39wrwcnjy60fx0/15,lgbjckfncok88u1/21,2e3tfgr5x7rfryb/9,wx0obc7c8f6ce6w/16,wc3yesvzcawev2b/18,9v2qvj0b6ny4lrp/5,ida8bqy4xp5417p/23,zxvn4kcvil8onmd/6,aqjoi7izpzp6acv/10,Thai,Tamil,Russian,Latin,Latin,Thai,Hindi,Russian,Japanese,Russian,Chinese,Hebrew,Chinese,Japanese,Hindi,Tamil,Hebrew,Japanese,Hindi,Hebrew,Chinese,Thai,Japanese,Tamil,Hindi,Hindi,Tamil,Russian,Latin,Latin,Tamil,Hindi,Russian,Chinese,Russian,Japanese,Hebrew,Japanese,Japanese,Hindi,Tamil,Hebrew,Chinese,Hindi,Hebrew,Chinese,Thai,Chinese,Tamil,Hindi,"Some of these I have never seen before.  Quite hard to see #4. Also,#12 seemed to be French, but that was not a choice, so I chose Latin. This was a really cool HIT. Thank you for putting this on MTurk."
single-noskip,additive,dfgcmyi9zlmzojy/2,m5vgbt7e802e612/20,xzadddndcont63h/11,0xtz9sah11iwzfb/19,ida8bqy4xp5417p/23,c7557xr0oa9typw/22,lje1kpehfxsqxg6/3,c39wrwcnjy60fx0/15,zi53rt5amlnlle4/0,wc3yesvzcawev2b/18,2e3tfgr5x7rfryb/9,aqjoi7izpzp6acv/10,867rdbxwrn1tlom/13,6l8h1tv26zedant/7,9omx3hyvbsi6s4z/14,lgbjckfncok88u1/21,a9sdxr2f6l0ngql/24,wx0obc7c8f6ce6w/16,h53qagtbagigq4f/12,9v2qvj0b6ny4lrp/5,nm9rf5ltug85eay/8,c8vfeb66wb94r09/4,p8x7qrx57foej2v/17,zxvn4kcvil8onmd/6,0t7hyu660p7bja8/1,Russian,Chinese,Hindi,Chinese,Japanese,Japanese,Thai,Hebrew,Russian,Chinese,Hindi,Hindi,Latin,Tamil,Latin,Japanese,Japanese,Hebrew,Hindi,Thai,Tamil,Thai,Hebrew,Tamil,Russian,Hebrew,Japanese,Hindi,Chinese,Japanese,Chinese,Thai,Thai,Latin,Chinese,Hindi,Hindi,Latin,Tamil,Latin,Chinese,Japanese,Thai,Hindi,Thai,Tamil,Thai,Russian,Tamil,Latin,
single-skip,multiplicative,wc3yesvzcawev2b/18,zxvn4kcvil8onmd/6,6l8h1tv26zedant/7,lgbjckfncok88u1/21,m5vgbt7e802e612/20,a9sdxr2f6l0ngql/24,ida8bqy4xp5417p/23,c39wrwcnjy60fx0/15,aqjoi7izpzp6acv/10,2e3tfgr5x7rfryb/9,0xtz9sah11iwzfb/19,nm9rf5ltug85eay/8,wx0obc7c8f6ce6w/16,c8vfeb66wb94r09/4,zi53rt5amlnlle4/0,lje1kpehfxsqxg6/3,9omx3hyvbsi6s4z/14,c7557xr0oa9typw/22,0t7hyu660p7bja8/1,9v2qvj0b6ny4lrp/5,xzadddndcont63h/11,p8x7qrx57foej2v/17,dfgcmyi9zlmzojy/2,h53qagtbagigq4f/12,867rdbxwrn1tlom/13,Chinese,Tamil,Tamil,Japanese,Chinese,Japanese,Japanese,Hebrew,Hindi,Hindi,Chinese,Tamil,Hebrew,Thai,Russian,Thai,Latin,Japanese,Russian,Thai,Hindi,Hebrew,Russian,Hindi,Latin,Skip,Tamil,Tamil,Chinese,Skip,Skip,Chinese,Skip,Hindi,Hindi,Chinese,Skip,Japanese,Skip,Skip,Skip,Latin,Chinese,Skip,Thai,Hindi,Skip,Skip,Hindi,Skip,GOOD
single-skip,multiplicative,h53qagtbagigq4f/12,2e3tfgr5x7rfryb/9,0t7hyu660p7bja8/1,dfgcmyi9zlmzojy/2,nm9rf5ltug85eay/8,lgbjckfncok88u1/21,aqjoi7izpzp6acv/10,9omx3hyvbsi6s4z/14,wx0obc7c8f6ce6w/16,ida8bqy4xp5417p/23,a9sdxr2f6l0ngql/24,p8x7qrx57foej2v/17,wc3yesvzcawev2b/18,6l8h1tv26zedant/7,zi53rt5amlnlle4/0,xzadddndcont63h/11,c8vfeb66wb94r09/4,c39wrwcnjy60fx0/15,m5vgbt7e802e612/20,zxvn4kcvil8onmd/6,9v2qvj0b6ny4lrp/5,c7557xr0oa9typw/22,867rdbxwrn1tlom/13,lje1kpehfxsqxg6/3,0xtz9sah11iwzfb/19,Hindi,Hindi,Russian,Russian,Tamil,Japanese,Hindi,Latin,Hebrew,Japanese,Japanese,Hebrew,Chinese,Tamil,Russian,Hindi,Thai,Hebrew,Chinese,Tamil,Thai,Japanese,Latin,Thai,Chinese,Skip,Skip,Russian,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,Skip,
subset,multiplicative,h53qagtbagigq4f/12,zi53rt5amlnlle4/0,0t7hyu660p7bja8/1,867rdbxwrn1tlom/13,0xtz9sah11iwzfb/19,lgbjckfncok88u1/21,dfgcmyi9zlmzojy/2,9omx3hyvbsi6s4z/14,6l8h1tv26zedant/7,a9sdxr2f6l0ngql/24,aqjoi7izpzp6acv/10,2e3tfgr5x7rfryb/9,xzadddndcont63h/11,wx0obc7c8f6ce6w/16,nm9rf5ltug85eay/8,zxvn4kcvil8onmd/6,c39wrwcnjy60fx0/15,lje1kpehfxsqxg6/3,ida8bqy4xp5417p/23,p8x7qrx57foej2v/17,9v2qvj0b6ny4lrp/5,c8vfeb66wb94r09/4,wc3yesvzcawev2b/18,m5vgbt7e802e612/20,c7557xr0oa9typw/22,Hindi,Russian,Russian,Latin,Chinese,Japanese,Russian,Latin,Tamil,Japanese,Hindi,Hindi,Hindi,Hebrew,Tamil,Tamil,Hebrew,Thai,Japanese,Hebrew,Thai,Thai,Chinese,Chinese,Japanese,Hebrew|Hindi|Tamil,Russian|Latin,Hebrew|Hindi|Russian|Latin,Hebrew|Russian|Latin,Thai|Japanese|Chinese,Thai|Japanese|Chinese,Hebrew|Russian|Latin,Hebrew|Russian|Latin,Hebrew|Thai|Latin|Tamil,Japanese|Hindi|Chinese|Tamil,Hebrew|Hindi|Chinese|Russian|Tamil,Hebrew|Thai|Hindi|Latin|Tamil,Thai|Japanese|Hindi|Chinese,Thai|Japanese|Chinese,Hebrew|Hindi|Latin|Tamil,Thai|Hindi|Tamil,Hebrew|Hindi|Latin|Tamil,Hebrew|Thai|Hindi|Tamil,Hebrew|Thai|Japanese|Chinese,Hebrew|Thai|Hindi|Tamil,Hebrew|Thai|Hindi|Tamil,Thai|Japanese|Hindi|Chinese,Thai|Japanese|Chinese,Thai|Japanese,Thai|Japanese|Chinese,
single-noskip,additive,c39wrwcnjy60fx0/15,867rdbxwrn1tlom/13,9omx3hyvbsi6s4z/14,wx0obc7c8f6ce6w/16,lgbjckfncok88u1/21,2e3tfgr5x7rfryb/9,a9sdxr2f6l0ngql/24,zxvn4kcvil8onmd/6,9v2qvj0b6ny4lrp/5,0xtz9sah11iwzfb/19,6l8h1tv26zedant/7,zi53rt5amlnlle4/0,nm9rf5ltug85eay/8,xzadddndcont63h/11,wc3yesvzcawev2b/18,c8vfeb66wb94r09/4,c7557xr0oa9typw/22,ida8bqy4xp5417p/23,lje1kpehfxsqxg6/3,h53qagtbagigq4f/12,dfgcmyi9zlmzojy/2,0t7hyu660p7bja8/1,aqjoi7izpzp6acv/10,m5vgbt7e802e612/20,p8x7qrx57foej2v/17,Hebrew,Latin,Latin,Hebrew,Japanese,Hindi,Japanese,Tamil,Thai,Chinese,Tamil,Russian,Tamil,Hindi,Chinese,Thai,Japanese,Japanese,Thai,Hindi,Russian,Russian,Hindi,Chinese,Hebrew,Hebrew,Latin,Latin,Hebrew,Japanese,Hindi,Japanese,Tamil,Thai,Chinese,Tamil,Russian,Tamil,Hindi,Chinese,Thai,Chinese,Japanese,Tamil,Hindi,Russian,Russian,Hindi,Chinese,Hebrew,
single-noskip,additive,lgbjckfncok88u1/21,867rdbxwrn1tlom/13,m5vgbt7e802e612/20,9v2qvj0b6ny4lrp/5,xzadddndcont63h/11,dfgcmyi9zlmzojy/2,0xtz9sah11iwzfb/19,wx0obc7c8f6ce6w/16,zxvn4kcvil8onmd/6,nm9rf5ltug85eay/8,6l8h1tv26zedant/7,zi53rt5amlnlle4/0,9omx3hyvbsi6s4z/14,0t7hyu660p7bja8/1,2e3tfgr5x7rfryb/9,lje1kpehfxsqxg6/3,c39wrwcnjy60fx0/15,h53qagtbagigq4f/12,ida8bqy4xp5417p/23,p8x7qrx57foej2v/17,c8vfeb66wb94r09/4,aqjoi7izpzp6acv/10,a9sdxr2f6l0ngql/24,c7557xr0oa9typw/22,wc3yesvzcawev2b/18,Japanese,Latin,Chinese,Thai,Hindi,Russian,Chinese,Hebrew,Tamil,Tamil,Tamil,Russian,Latin,Russian,Hindi,Thai,Hebrew,Hindi,Japanese,Hebrew,Thai,Hindi,Japanese,Japanese,Chinese,Japanese,Latin,Chinese,Thai,Hindi,Russian,Chinese,Hebrew,Tamil,Tamil,Tamil,Russian,Latin,Russian,Hindi,Thai,Hebrew,Hindi,Chinese,Hebrew,Thai,Hindi,Chinese,Japanese,Chinese,
single-noskip,additive,9v2qvj0b6ny4lrp/5,xzadddndcont63h/11,9omx3hyvbsi6s4z/14,zxvn4kcvil8onmd/6,wc3yesvzcawev2b/18,ida8bqy4xp5417p/23,lje1kpehfxsqxg6/3,aqjoi7izpzp6acv/10,a9sdxr2f6l0ngql/24,nm9rf5ltug85eay/8,c39wrwcnjy60fx0/15,867rdbxwrn1tlom/13,6l8h1tv26zedant/7,0xtz9sah11iwzfb/19,p8x7qrx57foej2v/17,c8vfeb66wb94r09/4,zi53rt5amlnlle4/0,wx0obc7c8f6ce6w/16,c7557xr0oa9typw/22,m5vgbt7e802e612/20,h53qagtbagigq4f/12,lgbjckfncok88u1/21,0t7hyu660p7bja8/1,dfgcmyi9zlmzojy/2,2e3tfgr5x7rfryb/9,Thai,Hindi,Latin,Tamil,Chinese,Japanese,Thai,Hindi,Japanese,Tamil,Hebrew,Latin,Tamil,Chinese,Hebrew,Thai,Russian,Hebrew,Japanese,Chinese,Hindi,Japanese,Russian,Russian,Hindi,Hebrew,Hindi,Latin,Tamil,Chinese,Chinese,Thai,Hindi,Chinese,Tamil,Thai,Latin,Tamil,Japanese,Thai,Latin,Latin,Hebrew,Chinese,Chinese,Hindi,Hebrew,Latin,Latin,Hindi,
single-noskip,additive,zxvn4kcvil8onmd/6,zi53rt5amlnlle4/0,c8vfeb66wb94r09/4,h53qagtbagigq4f/12,p8x7qrx57foej2v/17,lje1kpehfxsqxg6/3,6l8h1tv26zedant/7,aqjoi7izpzp6acv/10,0t7hyu660p7bja8/1,c39wrwcnjy60fx0/15,dfgcmyi9zlmzojy/2,0xtz9sah11iwzfb/19,9v2qvj0b6ny4lrp/5,2e3tfgr5x7rfryb/9,867rdbxwrn1tlom/13,wx0obc7c8f6ce6w/16,wc3yesvzcawev2b/18,a9sdxr2f6l0ngql/24,m5vgbt7e802e612/20,nm9rf5ltug85eay/8,lgbjckfncok88u1/21,xzadddndcont63h/11,ida8bqy4xp5417p/23,c7557xr0oa9typw/22,9omx3hyvbsi6s4z/14,Tamil,Russian,Thai,Hindi,Hebrew,Thai,Tamil,Hindi,Russian,Hebrew,Russian,Chinese,Thai,Hindi,Latin,Hebrew,Chinese,Japanese,Chinese,Tamil,Japanese,Hindi,Japanese,Japanese,Latin,Hebrew,Russian,Russian,Hebrew,Hebrew,Hindi,Hindi,Hebrew,Russian,Hindi,Russian,Japanese,Tamil,Russian,Latin,Hindi,Chinese,Japanese,Japanese,Hindi,Chinese,Hebrew,Chinese,Thai,Latin,
single-noskip,additive,dfgcmyi9zlmzojy/2,9v2qvj0b6ny4lrp/5,lje1kpehfxsqxg6/3,zxvn4kcvil8onmd/6,c7557xr0oa9typw/22,0t7hyu660p7bja8/1,6l8h1tv26zedant/7,wc3yesvzcawev2b/18,m5vgbt7e802e612/20,h53qagtbagigq4f/12,p8x7qrx57foej2v/17,zi53rt5amlnlle4/0,2e3tfgr5x7rfryb/9,xzadddndcont63h/11,ida8bqy4xp5417p/23,0xtz9sah11iwzfb/19,c8vfeb66wb94r09/4,wx0obc7c8f6ce6w/16,aqjoi7izpzp6acv/10,c39wrwcnjy60fx0/15,a9sdxr2f6l0ngql/24,867rdbxwrn1tlom/13,lgbjckfncok88u1/21,nm9rf5ltug85eay/8,9omx3hyvbsi6s4z/14,Russian,Thai,Thai,Tamil,Japanese,Russian,Tamil,Chinese,Chinese,Hindi,Hebrew,Russian,Hindi,Hindi,Japanese,Chinese,Thai,Hebrew,Hindi,Hebrew,Japanese,Latin,Japanese,Tamil,Latin,Russian,Tamil,Hindi,Tamil,Japanese,Russian,Tamil,Chinese,Chinese,Tamil,Hebrew,Russian,Hindi,Tamil,Japanese,Chinese,Hindi,Hebrew,Tamil,Hebrew,Japanese,Latin,Japanese,Tamil,Latin,I had a hard time clearly seeing the text of picture #3.
subset,none,ida8bqy4xp5417p/23,zxvn4kcvil8onmd/6,lje1kpehfxsqxg6/3,867rdbxwrn1tlom/13,c39wrwcnjy60fx0/15,dfgcmyi9zlmzojy/2,9v2qvj0b6ny4lrp/5,wc3yesvzcawev2b/18,zi53rt5amlnlle4/0,c7557xr0oa9typw/22,m5vgbt7e802e612/20,0t7hyu660p7bja8/1,lgbjckfncok88u1/21,2e3tfgr5x7rfryb/9,nm9rf5ltug85eay/8,xzadddndcont63h/11,p8x7qrx57foej2v/17,9omx3hyvbsi6s4z/14,h53qagtbagigq4f/12,6l8h1tv26zedant/7,0xtz9sah11iwzfb/19,wx0obc7c8f6ce6w/16,c8vfeb66wb94r09/4,a9sdxr2f6l0ngql/24,aqjoi7izpzp6acv/10,Japanese,Tamil,Thai,Latin,Hebrew,Russian,Thai,Chinese,Russian,Japanese,Chinese,Russian,Japanese,Hindi,Tamil,Hindi,Hebrew,Latin,Hindi,Tamil,Chinese,Hebrew,Thai,Japanese,Hindi,Chinese|Latin|Japanese|Thai,Tamil,Russian|Tamil,Chinese|Latin|Russian|Japanese|Thai|Hebrew,Chinese|Latin|Russian|Tamil|Hebrew,Chinese|Latin|Russian|Japanese|Thai|Hebrew,Chinese|Latin|Russian|Japanese|Thai|Hebrew,Chinese|Latin|Russian|Japanese|Thai,Latin|Russian|Japanese|Thai|Hebrew,Chinese|Latin|Russian|Thai,Latin|Russian|Japanese|Hebrew,Latin|Russian|Japanese|Thai|Hebrew,Chinese|Latin|Russian|Japanese,Hindi,Latin|Russian|Japanese|Tamil|Thai|Hebrew,Hindi,Chinese|Latin|Russian|Japanese|Tamil|Thai,Latin|Russian|Japanese|Thai|Hebrew,Hindi,Tamil,Chinese|Latin|Russian|Japanese|Thai,Chinese|Latin|Russian|Japanese|Thai|Hebrew,Russian|Japanese|Tamil|Hebrew,Chinese|Latin|Russian|Japanese|Thai|Hebrew,Hindi,
subset,multiplicative,wx0obc7c8f6ce6w/16,h53qagtbagigq4f/12,ida8bqy4xp5417p/23,lje1kpehfxsqxg6/3,867rdbxwrn1tlom/13,p8x7qrx57foej2v/17,a9sdxr2f6l0ngql/24,c8vfeb66wb94r09/4,6l8h1tv26zedant/7,0t7hyu660p7bja8/1,9v2qvj0b6ny4lrp/5,lgbjckfncok88u1/21,2e3tfgr5x7rfryb/9,m5vgbt7e802e612/20,xzadddndcont63h/11,dfgcmyi9zlmzojy/2,c39wrwcnjy60fx0/15,aqjoi7izpzp6acv/10,zxvn4kcvil8onmd/6,wc3yesvzcawev2b/18,0xtz9sah11iwzfb/19,9omx3hyvbsi6s4z/14,zi53rt5amlnlle4/0,c7557xr0oa9typw/22,nm9rf5ltug85eay/8,Hebrew,Hindi,Japanese,Thai,Latin,Hebrew,Japanese,Thai,Tamil,Russian,Thai,Japanese,Hindi,Chinese,Hindi,Russian,Hebrew,Hindi,Tamil,Chinese,Chinese,Latin,Russian,Japanese,Tamil,Tamil|Latin|Thai|Russian|Hebrew,Hindi,Latin|Japanese|Chinese|Thai|Russian|Hebrew,Latin|Japanese|Chinese|Thai|Russian|Hebrew,Latin|Japanese|Thai|Russian|Hebrew,Latin|Japanese|Chinese|Thai|Russian|Hebrew,Tamil|Latin|Japanese|Chinese|Thai|Russian|Hebrew,Tamil|Latin|Japanese|Chinese|Thai|Russian|Hebrew,Tamil|Chinese|Thai,Latin|Japanese|Chinese|Thai|Russian|Hebrew,Tamil|Latin|Japanese|Chinese|Thai|Russian|Hebrew,Tamil|Latin|Japanese|Thai|Russian|Hebrew,Hindi,Tamil|Latin|Japanese|Chinese|Thai|Russian|Hebrew,Hindi,Latin|Japanese|Chinese|Thai|Russian|Hebrew,Tamil|Latin|Japanese|Chinese|Thai|Russian|Hebrew,Hindi,Tamil,Chinese|Thai,Latin|Chinese|Thai,Latin|Japanese|Russian,Latin|Japanese|Thai|Russian|Hebrew,Latin|Japanese|Chinese|Thai|Russian|Hebrew,Tamil|Thai|Russian|Hebrew,
single-skip,multiplicative,h53qagtbagigq4f/12,a9sdxr2f6l0ngql/24,9omx3hyvbsi6s4z/14,c7557xr0oa9typw/22,2e3tfgr5x7rfryb/9,ida8bqy4xp5417p/23,nm9rf5ltug85eay/8,p8x7qrx57foej2v/17,m5vgbt7e802e612/20,wc3yesvzcawev2b/18,aqjoi7izpzp6acv/10,lje1kpehfxsqxg6/3,6l8h1tv26zedant/7,0xtz9sah11iwzfb/19,dfgcmyi9zlmzojy/2,lgbjckfncok88u1/21,zxvn4kcvil8onmd/6,xzadddndcont63h/11,0t7hyu660p7bja8/1,c39wrwcnjy60fx0/15,zi53rt5amlnlle4/0,wx0obc7c8f6ce6w/16,867rdbxwrn1tlom/13,9v2qvj0b6ny4lrp/5,c8vfeb66wb94r09/4,Hindi,Japanese,Latin,Japanese,Hindi,Japanese,Tamil,Hebrew,Chinese,Chinese,Hindi,Thai,Tamil,Chinese,Russian,Japanese,Tamil,Hindi,Russian,Hebrew,Russian,Hebrew,Latin,Thai,Thai,Hindi,Chinese,Skip,Chinese,Hindi,Japanese,Tamil,Hebrew,Thai,Japanese,Hindi,Tamil,Tamil,Japanese,Russian,Japanese,Tamil,Hindi,Russian,Hebrew,Russian,Hebrew,Latin,Hebrew,Hebrew,
single-noskip,additive,lje1kpehfxsqxg6/3,9v2qvj0b6ny4lrp/5,wc3yesvzcawev2b/18,wx0obc7c8f6ce6w/16,h53qagtbagigq4f/12,6l8h1tv26zedant/7,0t7hyu660p7bja8/1,zxvn4kcvil8onmd/6,c39wrwcnjy60fx0/15,c7557xr0oa9typw/22,a9sdxr2f6l0ngql/24,867rdbxwrn1tlom/13,dfgcmyi9zlmzojy/2,aqjoi7izpzp6acv/10,0xtz9sah11iwzfb/19,c8vfeb66wb94r09/4,m5vgbt7e802e612/20,xzadddndcont63h/11,zi53rt5amlnlle4/0,p8x7qrx57foej2v/17,2e3tfgr5x7rfryb/9,9omx3hyvbsi6s4z/14,lgbjckfncok88u1/21,ida8bqy4xp5417p/23,nm9rf5ltug85eay/8,Thai,Thai,Chinese,Hebrew,Hindi,Tamil,Russian,Tamil,Hebrew,Japanese,Japanese,Latin,Russian,Hindi,Chinese,Thai,Chinese,Hindi,Russian,Hebrew,Hindi,Latin,Japanese,Japanese,Tamil,Russian,Thai,Chinese,Hebrew,Hindi,Tamil,Thai,Tamil,Thai,Japanese,Chinese,Hebrew,Thai,Hindi,Chinese,Thai,Chinese,Hindi,Russian,Hebrew,Hindi,Latin,Japanese,Japanese,Tamil,
